,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
K553,2,185,273,773,1907,558,382,2956,373,80,34,9722,83,154,1341,1871,899,21100,13,,221,702,185,398,217,74,130,2753,284,4711,1,14,265,2,114,1339,423,1190,856,1,59,99,432,111,K553,307,1411,8,84,7,195,453,1339,8155,105,Yes,23289,166
K571,2,176,327,1852,993,64,478,1671,374,85,34,10605,83,495,774,770,899,21393,13,,5,422,176,324,591,75,164,3716,310,3373,,15,265,2,14,1339,460,1234,1037,8,83,2008,432,4,K571,307,1006,8,249,20,120,460,1339,8580,59,Yes,23515,872
K575,2,88,404,709,1403,428,382,2956,365,67,34,8980,83,111,1800,1871,899,20600,13,,1,702,88,343,141,68,161,3159,332,4708,1,12,263,2,10,1339,474,1608,415,1,43,10,432,7,K575,307,1503,8,29,2,191,432,1339,8136,112,Yes,22713,179
K592,2,196,555,1162,1463,1728,317,1823,374,82,35,9330,83,381,211,1314,899,21064,13,789,2,192,196,233,612,73,924,3431,224,5123,,8,267,2,8,1339,45,2272,517,1,51,52,432,5,K592,307,971,8,7,5,413,456,1339,7343,147,Yes,23091,160
K595,2,94,769,821,477,409,541,2259,366,68,34,6992,83,91,493,447,899,14388,13,83,1,138,94,456,243,69,117,2420,281,1802,1132,7,263,2,175,1339,407,600,178,1,49,210,432,172,K595,307,579,8,21,4,141,434,1339,6499,76,Yes,16616,189
K596,2,151,158,1338,1423,808,342,1522,369,74,34,8555,83,103,673,782,899,17097,13,,2,398,151,317,769,70,95,2173,295,3358,,14,265,2,21,1339,342,803,181,12,61,132,432,7,K596,307,826,8,6,7,298,443,1339,8070,83,Yes,19196,180
K605,2,155,249,944,1156,193,218,1074,371,77,34,9421,83,383,881,596,899,17475,13,,106,259,155,388,238,73,136,2542,295,3338,1,147,264,108,94,1339,97,268,293,1,439,682,432,91,K605,307,1264,8,256,416,232,448,1339,7895,97,Yes,19650,317
K616,2,50,789,758,792,507,342,1525,369,72,34,7576,83,362,476,783,899,15463,13,,3,398,50,232,174,71,342,2103,222,3452,1,13,264,2,10,1339,223,998,384,1,52,56,432,7,K616,307,1139,8,42,5,518,441,1339,6149,279,Yes,17474,194
K670,2,18,224,818,894,192,373,3965,366,68,34,6403,83,86,540,654,899,14173,13,,58,226,18,340,222,69,25,1410,278,1559,2712,152,263,2,61,1339,91,274,125,1,80,283,432,58,K670,307,290,8,115,4,98,434,1339,5751,88,Yes,16286,206
K674,2,103,501,1036,702,28,218,1074,370,75,34,8021,83,199,553,596,899,13783,13,,2,259,103,277,315,72,435,1602,266,1947,1,11,263,2,11,1339,279,859,292,1,70,170,432,8,K674,307,287,8,30,9,89,445,1339,6838,212,Yes,15844,331
K691,2,69,79,2273,69,28,280,1178,367,74,34,10514,83,436,459,751,899,19154,13,,422,147,69,312,529,70,389,1115,302,4004,,7,263,2,10,1339,139,1594,633,1,68,342,432,7,K691,307,1299,8,6,9,1033,441,1339,8307,311,Yes,21246,1355
K016,2,192,64,1990,352,31,366,1454,371,85,34,9892,83,143,169,806,899,17813,14,,510,281,192,261,722,73,51,2634,227,1652,,8,264,2,33,1339,213,589,264,1,974,1183,432,29,K016,388,498,8,8,100,113,456,1339,8827,79,Yes,19868,797
K017,2,263,168,2015,552,31,253,1011,373,88,34,12561,83,125,61,534,899,20659,14,155,842,224,263,267,631,75,249,3163,241,1646,,579,264,2,25,1339,178,543,304,1,841,1729,432,22,K017,307,359,8,45,72,119,461,1339,10347,68,Yes,22725,995
K018,2,238,157,1910,69,209,358,1258,369,80,34,9599,83,132,163,663,899,16979,14,,180,237,238,339,754,71,230,2185,328,1788,,13,264,2,11,1339,378,965,833,1,69,1209,432,8,K018,463,595,8,14,66,94,449,1339,8142,54,Yes,19106,610
K019,2,291,156,1819,467,28,668,2698,371,84,34,11284,83,485,325,1264,899,21082,14,,164,767,291,704,835,72,130,2859,484,2131,,12,265,2,220,1339,219,560,1358,1,918,1213,432,217,K019,307,802,8,238,10,291,455,1339,8834,61,Yes,23580,594
K023,2,236,164,2314,76,33,482,1830,372,86,34,9831,83,249,746,863,899,18564,14,,607,485,236,253,796,73,350,2636,228,1717,,13,264,2,24,1339,218,697,1266,1,505,969,432,21,K023,307,595,8,10,74,274,457,1339,7280,55,Yes,20613,1128
K031,2,148,65,2123,366,105,333,1578,368,79,34,9206,83,97,179,863,899,15936,14,,357,382,148,341,705,70,257,1406,331,1475,,13,263,2,11,1339,147,413,448,1,293,617,432,8,K031,307,588,8,25,8,100,447,1339,7919,89,Yes,18063,1029
K034,2,127,119,1331,391,132,243,810,366,75,34,8357,83,117,407,371,899,13490,14,,267,196,127,503,565,68,165,1681,321,1182,,13,263,2,182,1339,177,402,507,1,159,688,432,179,K034,307,255,8,9,6,129,441,1339,7193,85,Yes,15773,376
K050,2,165,265,1617,776,71,403,1522,374,85,34,9780,83,395,772,732,899,19208,14,151,213,387,165,346,588,75,328,3499,334,2626,,15,265,2,13,1339,176,488,802,1,544,1520,432,10,K050,396,746,8,215,489,125,460,1339,7711,98,Yes,21353,550
K059,2,185,141,1601,426,117,470,2165,372,83,34,8910,83,155,618,1025,899,17853,14,178,668,670,185,295,791,72,129,3000,220,1991,,14,265,2,75,1339,332,499,562,3,478,1136,432,69,K059,307,781,8,18,66,219,455,1339,7307,55,Yes,19941,420
K071,2,146,197,1840,618,80,431,1731,375,85,34,9662,83,187,916,812,899,19422,14,,405,487,146,367,539,76,107,4132,323,1911,1,133,264,2,44,1339,137,274,423,1,268,2534,432,41,K071,307,481,8,159,394,145,461,1339,8157,89,Yes,21588,911
K084,2,177,71,2357,400,31,520,2170,370,84,34,11415,83,413,378,1050,899,22464,14,38,433,600,177,336,721,72,182,4599,230,1746,,13,264,2,106,1339,153,442,381,1,855,3073,432,103,K084,307,671,8,11,70,164,454,1339,9900,82,Yes,24593,1246
K110,2,167,117,2108,527,31,270,2114,369,79,34,10556,83,131,379,1308,899,19125,14,,409,537,167,508,777,70,194,2220,221,1961,,17,264,2,287,1339,206,618,655,1,72,1417,432,283,K110,307,628,8,136,71,116,448,1339,8950,62,Yes,21420,941
K120,2,161,132,1452,433,114,269,1458,371,84,34,10451,83,130,333,841,899,17350,14,,888,347,161,243,783,72,88,2575,224,1253,,10,265,2,19,1339,277,478,635,1,790,929,432,15,K120,381,174,8,9,67,103,456,1339,8633,56,Yes,19387,204
K126,2,259,295,2235,1522,477,303,1996,378,90,34,13646,83,393,470,1164,899,24980,14,6,644,529,259,295,1237,77,409,3492,251,3352,,356,266,2,45,1339,233,623,943,1,628,1395,432,42,K126,307,989,8,185,25,193,468,1339,10644,70,Yes,27082,608
K132,2,139,61,1661,474,109,277,1217,367,77,34,8223,83,125,184,585,899,14651,14,,259,355,139,335,674,69,69,2120,323,1289,,149,263,2,13,1339,233,279,341,1,407,1126,432,10,K132,307,440,8,10,9,88,444,1339,7212,56,Yes,16768,597
K147,2,204,101,2314,689,24,445,1766,372,85,34,13059,83,156,539,914,899,22656,14,,1112,408,204,400,627,73,345,2361,307,2951,,497,264,2,93,1339,352,802,948,1,127,1218,432,90,K147,307,1356,8,24,11,94,457,1339,9910,66,Yes,24852,1297
K157,2,183,199,2020,539,134,709,2404,372,87,34,11188,83,148,348,1181,899,21128,14,,924,513,183,369,765,74,211,3415,351,1918,,13,264,2,18,1339,223,537,777,8,482,2029,432,8,K157,307,722,8,10,14,105,460,1339,9045,58,Yes,23295,865
K196,2,268,221,2301,69,300,196,894,372,86,34,12571,83,172,401,679,899,21641,14,,373,18,268,370,695,74,75,4270,348,1338,,13,264,2,22,1339,272,540,946,1,953,2122,432,19,K196,307,623,8,10,14,92,458,1339,10909,72,Yes,23808,1216
K250,2,161,97,1314,274,31,234,1095,369,79,34,8485,83,186,149,548,899,13812,14,,187,313,161,225,697,70,181,1455,212,1303,,164,264,2,13,1339,142,283,500,1,422,614,432,9,K250,307,533,8,19,64,148,448,1339,7092,153,Yes,15824,227
K257,2,240,246,2204,331,33,438,1643,373,87,34,10095,83,284,218,791,899,21671,14,,749,414,240,267,795,74,173,5945,237,1544,,13,265,2,30,1339,201,370,796,1,645,4601,432,26,K257,307,237,8,185,363,243,460,1339,7810,84,Yes,23736,1019
K297,2,205,276,1812,550,24,366,1544,370,83,34,10793,83,405,404,841,899,19133,14,,275,337,205,350,714,72,124,2840,335,1939,,15,264,2,15,1339,251,581,877,1,849,1035,432,12,K297,307,644,8,28,12,152,453,1339,8883,187,Yes,21275,707
K318,2,91,132,1354,497,88,379,1006,369,75,34,7560,83,104,304,402,899,13141,14,53,171,225,91,335,644,70,186,1736,309,1394,,78,264,2,26,1339,67,157,289,1,171,922,432,23,K318,307,301,8,162,210,228,444,1339,6475,94,Yes,15258,320
K319,2,118,264,1629,69,25,342,965,367,78,34,10439,83,150,124,443,899,16664,14,,968,181,118,338,761,69,281,1421,327,2092,,12,263,2,11,1339,424,1045,451,1,65,519,432,8,K319,307,864,8,128,6,108,445,1339,8392,56,Yes,18785,479
K322,2,77,449,929,70,503,1004,3524,376,85,34,10474,83,246,757,1575,899,20120,14,,13,943,77,235,177,77,1300,2701,225,2415,1,8,264,2,11,1339,353,1215,890,1,89,551,432,8,K322,307,1007,8,49,14,108,461,1339,7873,94,Yes,22155,362
K330,2,208,288,1352,1108,1238,1003,3520,371,78,34,8839,83,115,806,1574,899,20832,14,,300,943,208,324,471,72,249,3593,312,3319,,8,264,2,12,1339,342,1552,878,1,76,843,432,9,K330,307,546,8,120,10,103,449,1339,7083,85,Yes,22944,492
K380,2,254,83,2203,464,25,481,1659,370,83,34,9765,83,137,526,712,899,20861,14,,288,466,254,358,733,72,502,5359,340,1621,,13,264,2,18,1339,197,382,1016,1,796,3732,432,15,K380,307,672,8,9,12,90,453,1339,7590,207,Yes,23010,1081
K404,2,92,253,793,526,29,404,1524,369,74,34,7850,83,264,631,733,899,13811,14,,3,387,92,329,170,71,343,1326,318,2226,1,10,263,2,11,1339,168,620,408,1,67,179,432,8,K404,307,621,8,83,258,201,443,1339,6659,79,Yes,15921,234
K449,2,23,681,881,473,69,445,1769,364,65,34,6966,83,203,683,915,899,13270,14,,1,408,23,298,283,67,245,1714,283,1916,1,12,262,2,15,1339,170,681,259,1,49,62,432,12,K449,307,586,8,119,3,174,429,1339,5986,140,Yes,15335,208
K454,2,78,178,698,741,638,381,1304,371,76,34,8369,83,157,670,676,899,15063,14,209,7,245,78,319,133,73,162,2629,302,1985,1,120,264,2,18,1339,216,631,687,3,74,644,432,12,K454,307,475,8,87,10,128,447,1339,7058,89,Yes,17168,175
K474,2,113,403,798,1038,298,253,1256,371,76,34,6741,83,187,744,667,899,13504,14,,16,335,113,417,195,72,85,2227,337,2369,1,13,264,2,80,1339,105,262,316,1,130,546,432,77,K474,307,775,8,239,8,286,447,1339,5730,152,Yes,15707,214
K477,2,89,225,762,867,305,253,1256,370,76,34,7881,83,376,499,667,899,13902,14,,4,335,89,358,180,72,66,1591,336,2322,1,280,264,2,22,1339,74,298,205,1,72,416,432,19,K477,307,1004,8,24,10,144,446,1339,6809,115,Yes,16045,193
K478,2,98,372,1071,921,215,253,1256,371,76,34,7593,83,166,777,667,899,14192,14,,54,335,98,544,472,72,219,2077,335,2097,1,13,264,106,209,1339,87,237,243,3,204,422,432,204,K478,307,766,8,131,8,165,446,1339,6582,79,Yes,16522,209
K488,2,108,410,763,472,511,421,1375,371,77,34,8951,83,175,719,598,899,15771,14,202,14,356,108,354,143,73,653,2685,327,1887,1,13,263,2,27,1339,219,1079,283,1,75,549,432,24,K488,307,234,8,87,10,92,448,1339,7644,82,Yes,17911,230
K558,2,108,274,781,778,202,419,1374,371,77,34,7206,83,114,912,598,899,13983,14,,3,356,108,352,194,73,196,2173,337,2340,1,13,264,2,15,1339,383,507,365,1,73,329,432,12,K558,307,694,8,65,9,352,448,1339,6362,87,Yes,16122,198
K561,2,78,256,916,490,96,419,1374,370,75,34,7560,83,212,425,598,899,13839,14,,4,356,78,516,368,72,34,1375,358,2536,1,13,264,2,158,1339,149,455,432,1,67,383,432,155,K561,307,663,8,155,8,920,445,1339,6511,197,Yes,16140,158
K577,2,89,153,1180,419,468,253,1011,369,75,34,8292,83,151,197,534,899,13777,14,160,281,224,89,325,631,71,186,1607,313,1597,,14,264,2,12,1339,187,484,996,1,70,372,432,9,K577,307,550,8,25,16,127,444,1339,6565,73,Yes,15885,159
K582,2,114,217,1442,564,24,196,894,373,83,34,9622,83,160,381,679,899,15917,14,,315,18,114,329,582,74,218,1927,315,1918,,315,264,2,13,1339,369,691,613,1,88,848,432,10,K582,307,264,8,8,292,106,456,1339,7900,92,Yes,18041,471
K586,2,124,237,783,346,483,381,1304,372,79,34,11019,83,416,433,677,899,17184,14,,23,245,124,276,229,74,420,2787,258,1167,1,88,264,2,19,1339,219,417,1325,1,728,688,432,16,K586,307,286,8,134,13,106,451,1339,8491,120,Yes,19250,164
K610,2,179,375,908,599,247,1074,1904,374,82,34,11062,83,414,773,609,899,18654,14,,6,219,179,292,299,75,563,2737,259,1864,1,143,264,2,34,1339,175,259,1494,1,408,760,432,30,K610,307,873,8,215,15,118,455,1339,8129,97,Yes,20741,219
K614,2,225,301,1401,69,25,381,1301,369,76,34,9609,83,134,522,676,899,16758,14,,3,245,225,263,653,71,215,1614,252,2607,,108,263,2,11,1339,29,1140,674,1,73,665,432,8,K614,307,1189,8,47,9,199,445,1339,8402,118,Yes,18805,359
K632,2,88,518,767,1098,334,888,1717,373,81,34,10806,83,195,630,609,899,19648,14,,3,219,88,404,195,75,746,2759,377,3512,1,16,264,2,27,1339,535,1681,420,1,197,544,432,24,K632,307,534,8,107,12,186,454,1339,9145,172,Yes,21845,182
K685,2,179,747,848,835,565,703,5120,373,82,34,8742,83,379,1619,584,899,23952,14,,69,220,179,805,258,75,74,5147,315,3915,3614,40,264,2,490,1339,376,1135,386,1,295,1546,432,487,K685,307,1262,8,280,14,668,455,1339,7398,114,Yes,26551,201
K001,2,186,59,1231,507,24,399,1416,369,81,34,9650,83,110,366,529,899,15607,15,,414,294,186,281,648,71,132,1860,254,1264,194,185,264,2,28,1339,164,184,759,1,314,934,432,25,K001,307,478,8,24,8,87,450,1339,7958,67,Yes,17677,193
K010,2,208,146,1394,216,24,285,1173,370,82,34,9016,83,98,256,642,899,17942,15,,136,246,208,305,537,72,126,4772,294,1380,,232,264,2,11,1339,173,305,560,1,532,3641,432,8,K010,307,734,8,21,11,114,452,1339,7786,56,Yes,20038,467
K015,2,314,163,2804,69,350,346,2000,376,91,34,12373,83,121,695,1107,899,24466,15,,1042,547,314,299,980,76,219,5610,282,1366,,13,265,2,17,1339,254,557,961,1,860,3287,432,15,K015,307,542,8,21,19,180,467,1339,9934,60,Yes,26570,1434
K024,2,243,94,1837,498,123,395,1426,372,86,34,11226,83,1144,262,764,899,19850,15,,78,267,243,312,872,73,147,3690,298,1429,,165,265,2,14,1339,119,290,964,1,512,2580,432,11,K024,307,543,8,65,12,86,458,1339,8578,84,Yes,21958,575
K027,2,659,1052,4043,457,38,273,1261,390,113,35,31979,83,716,1266,986,899,62763,15,1000,1420,3,659,553,2065,86,448,17549,298,7271,,8,269,2,255,1339,860,2664,3748,1,3244,10089,432,253,K027,307,3756,8,98,27,368,502,1339,25447,93,Yes,65156,1588
K029,2,111,129,1108,482,25,275,799,360,67,34,8096,83,49,123,522,899,13542,15,,218,3,111,314,283,66,97,1901,282,1527,,13,260,2,32,1339,140,334,226,1,452,1031,432,29,K029,307,522,8,183,8,180,428,1339,7224,84,No,15622,435
K032,2,436,800,4126,572,378,686,2688,377,94,34,12605,83,163,1368,1342,899,42995,15,,1465,660,436,316,824,77,366,20252,292,2889,,389,265,2,24,1339,542,699,2461,1,1274,15888,432,22,K032,307,1004,8,123,471,143,471,1339,7238,398,Yes,45121,2912
K038,2,170,270,1790,395,304,232,1300,369,81,34,9448,83,190,302,879,899,17156,15,,808,189,170,344,742,71,141,2888,288,1560,,13,263,2,56,1339,141,439,409,1,506,1365,432,53,K038,307,562,8,14,40,124,450,1339,7744,128,Yes,19288,658
K039,2,186,193,956,69,24,546,1266,360,66,34,8810,83,58,687,401,899,14618,15,,287,158,186,284,202,65,233,1718,242,1682,161,12,260,2,42,1339,214,594,158,1,52,548,432,39,K039,461,570,8,18,308,142,426,1339,7820,222,No,16666,211
K051,2,53,198,808,369,24,343,1180,359,61,34,7178,83,48,468,547,899,11764,15,,113,290,53,313,94,65,49,1593,299,952,,120,260,2,15,1339,87,211,222,1,191,626,432,12,K051,307,259,8,26,6,106,420,1339,6503,96,No,13836,324
K058,2,98,42,1179,269,30,283,1369,361,69,34,8537,83,55,322,707,899,15309,15,,441,378,98,249,306,67,163,2916,215,1209,,46,260,2,35,1339,113,287,381,1,406,2003,432,31,K058,307,453,8,29,66,134,430,1339,7366,55,No,17327,483
K088,2,169,218,1563,778,26,433,1676,373,83,34,9521,83,131,330,782,899,18389,15,,52,460,169,491,422,74,291,3600,330,1860,,163,264,2,161,1339,122,257,536,1,645,2260,432,158,K088,307,453,8,161,264,107,456,1339,8080,104,Yes,20675,751
K094,2,142,249,1116,314,30,204,536,367,78,34,8312,83,139,171,325,899,12581,15,,137,7,142,252,577,69,682,1167,207,1310,,10,264,2,45,1339,69,182,424,2,284,364,432,41,K094,307,614,8,49,62,138,445,1339,6813,56,Yes,14617,149
K107,2,117,445,971,69,24,279,1269,360,67,34,8682,83,46,151,730,899,14226,15,,202,259,117,289,392,66,439,2224,246,962,,20,260,2,43,1339,276,429,312,1,440,887,432,40,K107,307,367,8,7,8,90,427,1339,7491,163,No,16280,189
K124,2,238,113,1994,507,30,950,1769,369,80,34,9645,83,132,458,583,899,17442,15,,625,236,238,222,794,70,113,2118,211,1678,,460,264,2,11,1339,245,602,594,1,160,1111,432,8,K124,307,379,8,175,64,127,449,1339,7464,80,Yes,19452,810
K130,2,183,59,1588,348,30,304,1285,369,80,34,8770,83,192,513,711,899,15423,15,,189,271,183,322,850,71,73,2283,286,1313,,9,264,2,36,1339,161,362,758,1,343,1177,432,33,K130,391,510,8,39,8,85,450,1339,7453,55,Yes,17533,265
K131,2,174,195,1178,410,30,181,700,368,79,34,8561,83,106,242,422,899,13518,15,75,209,97,174,250,623,70,500,1661,211,1244,,134,264,2,39,1339,209,253,641,1,375,534,432,35,K131,307,408,8,66,62,110,447,1339,6849,54,Yes,15553,165
K136,2,151,144,1245,1038,454,326,1390,374,84,34,12005,83,627,361,664,899,19792,15,,97,400,151,569,598,74,862,2182,374,2818,,125,265,2,195,1339,178,431,1003,1,169,876,432,192,K136,307,692,8,246,497,160,457,1339,8987,57,Yes,22157,257
K146,2,110,115,2405,329,101,300,1124,363,72,34,8740,83,146,167,505,899,17730,15,,255,320,110,317,219,69,64,4312,299,1039,,106,260,2,19,1339,132,363,655,1,574,3222,432,16,K146,396,250,8,17,13,83,435,1339,7410,86,No,19821,1707
K154,2,114,49,1022,428,179,332,1507,360,67,34,8698,83,71,160,849,899,15244,15,,151,326,114,270,335,66,188,2377,246,1527,,12,260,2,24,1339,234,462,273,1,352,1403,432,21,K154,307,513,8,19,8,116,428,1339,7913,71,No,17281,298
K169,2,202,224,1347,453,30,183,535,370,81,34,8879,83,207,239,350,899,14084,15,57,495,3,202,233,746,70,318,1723,213,1398,,13,265,2,20,1339,162,184,499,1,340,670,432,16,K169,307,568,8,26,63,129,451,1339,7263,56,Yes,16107,212
K172,2,189,516,1257,599,111,286,1399,371,84,34,8823,83,163,272,790,899,15999,15,,153,323,189,366,645,73,393,2770,299,1561,,13,264,2,66,1339,234,392,735,1,580,1057,432,63,K172,307,473,8,31,11,85,455,1339,7245,89,Yes,18158,222
K230,2,142,92,1528,316,83,284,1727,368,79,34,9241,83,100,162,605,899,15943,15,,174,253,142,305,685,70,105,2346,290,959,585,96,263,2,15,1339,148,179,345,1,399,1462,432,12,K230,307,344,8,19,22,97,447,1339,8330,69,Yes,18034,453
K261,2,131,39,1720,438,24,224,781,365,76,34,8283,83,82,219,498,899,14751,15,,226,59,131,331,420,70,63,2586,295,1251,,13,261,2,36,1339,91,272,465,1,434,1778,432,33,K261,307,408,8,25,13,119,441,1339,7352,55,Yes,16861,910
K295,2,150,45,1469,456,24,208,679,370,83,34,9978,83,106,380,468,899,18246,15,,217,3,150,278,577,72,138,4406,265,1565,,13,263,2,13,1339,214,528,605,1,910,2832,432,11,K295,307,464,8,23,12,105,453,1339,8819,56,Yes,20315,502
K321,2,125,22,708,419,59,181,545,360,67,34,7824,83,45,269,303,899,12242,15,,61,60,125,310,127,66,64,2009,281,1031,,126,260,2,28,1339,65,173,197,1,392,1203,432,25,K321,307,253,8,20,9,177,427,1339,7219,90,No,14317,191
K429,2,127,515,854,1000,231,286,1483,374,82,34,11413,83,724,1048,721,899,20745,15,182,4,474,127,254,244,76,1038,4148,213,2719,1,146,264,2,41,1339,265,577,2100,1,437,1471,432,38,K429,307,626,8,141,280,236,456,1339,7066,192,Yes,22794,220
K442,2,160,684,1907,525,243,686,2688,380,97,34,15640,83,169,710,1342,899,26755,15,,321,660,160,446,452,81,184,3974,352,2385,,13,264,2,94,1339,434,1044,1396,1,117,1786,432,91,K442,307,698,8,84,24,95,476,1339,13414,58,Yes,29015,1066
K443,2,61,92,923,492,24,208,679,368,75,34,8913,83,106,293,468,899,13689,15,,7,3,61,257,309,71,193,1841,245,1272,,13,262,2,12,1339,152,453,466,1,67,1212,432,9,K443,307,206,8,31,21,100,442,1339,8004,91,Yes,15727,224
K447,2,74,464,1173,691,73,445,1558,361,65,34,7581,83,150,700,722,899,18358,15,,3,391,74,291,218,67,87,6006,276,1966,,14,260,2,15,1339,146,430,683,1,63,4561,432,12,K447,307,334,8,16,363,148,427,1339,6556,72,No,20414,565
K448,2,43,205,1065,566,233,300,1127,374,83,34,10004,83,204,750,506,899,16718,15,,7,320,43,318,243,76,96,2902,300,1576,1,88,263,2,18,1339,165,350,616,1,219,1331,432,15,K448,307,516,8,16,18,127,457,1339,8882,94,Yes,18831,432
K462,2,134,220,1064,454,173,355,2342,371,76,34,8226,83,99,560,1061,899,16316,15,146,41,925,134,474,252,72,170,2750,293,1801,1,81,264,2,181,1339,261,411,543,1,426,964,432,178,K462,307,737,8,30,9,191,446,1339,7165,93,Yes,18575,422
K463,2,153,197,1097,504,41,355,2342,372,79,34,9582,83,398,694,1061,899,17868,15,,399,925,153,320,227,74,223,2269,297,2424,1,103,264,2,23,1339,184,628,326,1,62,1091,432,20,K463,307,855,8,315,272,166,451,1339,7725,91,Yes,19978,480
K464,2,113,147,1098,419,403,355,2342,373,81,34,9148,83,419,672,1061,899,16466,15,,175,925,113,318,247,74,178,1965,300,1799,1,101,264,2,18,1339,402,540,877,1,66,275,432,15,K464,307,455,8,6,274,111,454,1339,7291,99,Yes,18577,461
K497,2,132,393,872,1103,462,286,1483,372,76,34,8828,83,495,856,721,899,16850,15,,118,474,132,321,292,73,351,2964,298,2570,1,118,265,2,23,1339,188,480,519,1,65,1001,432,19,K497,307,862,8,80,11,114,448,1339,7082,63,Yes,18957,190
K519,2,139,395,764,1030,399,221,1529,372,79,34,9419,83,406,836,900,899,17523,15,107,333,407,139,326,140,74,372,3561,303,2111,1,184,264,2,23,1339,302,339,1111,1,517,1005,432,20,K519,307,627,8,44,11,105,452,1339,6870,96,Yes,19639,234
K520,2,249,992,799,629,1505,275,5171,368,72,34,9629,83,404,659,741,899,22968,15,,1,328,249,325,214,70,412,3846,278,3274,3827,13,264,2,46,1339,333,1218,322,1,48,310,432,43,K520,307,1244,8,36,5,178,440,1339,8304,135,Yes,25071,195
K529,2,54,434,777,895,472,2151,6577,365,65,34,10041,83,576,544,895,899,22088,15,,1,316,54,451,217,67,144,1970,211,2669,3215,23,263,2,240,1339,230,1101,693,1,35,255,432,237,K529,307,420,8,139,2,251,430,1339,8374,90,Yes,24308,170
K530,2,151,486,954,625,700,318,1550,374,81,34,7930,83,430,1038,872,899,16792,15,,13,359,151,392,378,75,146,3464,334,2742,1,15,265,2,58,1339,249,823,823,1,64,928,432,55,K530,307,755,8,35,13,526,455,1339,6366,100,Yes,18977,186
K656,2,24,230,804,1306,179,445,1561,366,69,34,7046,83,91,681,723,899,13903,15,,3,391,24,303,199,69,26,1583,277,2886,1,12,263,2,26,1339,122,356,167,1,48,323,432,23,K656,307,792,8,11,6,425,435,1339,6625,110,Yes,15980,215
K667,2,86,439,1050,510,90,180,886,374,82,34,8127,83,133,513,702,899,14063,15,,3,3,86,341,402,75,453,2113,328,1802,1,172,265,2,13,1339,101,344,634,1,69,900,432,10,K667,307,788,8,45,11,149,456,1339,6433,253,Yes,16198,258
K676,2,103,496,2293,864,24,273,1261,372,86,34,10644,83,113,219,986,899,19889,15,,231,3,103,344,759,74,323,2798,331,2790,,28,264,2,13,1339,28,1053,391,1,75,1955,432,10,K676,307,658,8,70,13,203,457,1339,9274,212,Yes,22028,1144
K698,2,114,236,817,967,1475,179,4335,367,70,34,8598,83,598,285,20,899,20228,15,,2,3,114,251,276,70,170,2663,222,3701,4133,12,263,2,29,1339,553,1328,489,19,45,70,432,7,K698,307,956,8,146,17,433,438,1339,7095,84,Yes,22255,152
K821,2,96,230,1168,404,24,326,1389,372,80,34,8581,83,288,310,663,899,14623,15,,129,400,96,292,463,73,262,1592,280,1797,,112,264,2,12,1339,171,448,555,1,351,505,432,9,K821,339,644,8,5,207,94,452,1339,7158,70,Yes,16706,283
K005,2,227,270,2462,240,152,331,1284,372,83,34,10555,83,168,686,744,899,20443,16,,454,208,227,356,1037,72,109,4170,216,1746,,443,265,2,140,1339,127,495,560,2,795,2139,432,136,K005,307,794,8,5,65,152,455,1339,8725,89,Yes,22592,1035
K021,2,158,271,1278,342,289,383,1137,369,80,34,8536,83,125,440,596,899,14340,16,,333,158,158,481,580,71,51,2040,308,1190,,200,264,2,173,1339,127,320,431,1,225,688,432,170,K021,307,415,8,17,8,105,449,1339,7315,63,Yes,16608,309
K025,2,211,374,2020,1103,183,559,1875,371,83,34,12922,83,211,847,923,899,25349,16,,653,393,211,677,904,72,521,4479,471,3842,,119,265,2,206,1339,193,592,1526,1,1129,1753,432,204,K025,307,1350,8,23,10,786,454,1339,9749,119,Yes,27819,726
K026,2,157,200,2059,551,29,445,1507,371,84,34,10175,83,245,305,661,899,18269,16,,277,401,157,230,692,73,161,2332,219,2039,,8,264,2,11,1339,172,585,1341,1,417,1208,432,8,K026,307,695,8,16,66,141,455,1339,8073,53,Yes,20292,977
