,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
X182,3,66,65,1903,322,95,423,1129,341,56,40,7648,89,39,199,497,747,13304,08,0,292,209,66,386,615,66,94,1355,288,1202,,6,235,,98,1200,87,240,270,0,338,572,445,94,X182,303,357,8,28,122,160,397,1200,6847,71,Yes,15287,896
X269,4,116,190,1972,495,199,328,1124,341,55,39,9302,89,46,308,22,747,16150,08,0,3,644,116,364,584,67,98,2024,358,1611,131,9,235,,6,1200,404,749,501,0,54,868,445,2,X269,303,214,8,16,11,142,397,1200,8555,74,Yes,18111,995
X282,8,129,315,967,21,133,395,1419,339,49,39,6934,89,56,566,736,747,12762,08,0,61,286,129,305,379,67,216,1741,281,1572,2,6,233,10,24,1200,253,789,435,1,388,86,445,16,X282,303,588,8,254,3,170,388,1200,5782,115,Yes,14654,196
X293,6,161,605,825,718,273,354,1040,343,55,40,6898,89,96,672,507,747,13555,08,152,2,176,161,278,237,70,234,2263,262,2369,2,12,233,3,16,1200,203,494,725,1,56,302,445,9,X293,303,784,8,81,11,362,398,1200,5611,135,Yes,15431,195
X295,5,89,626,936,700,74,334,1062,344,56,40,8985,89,434,826,509,747,15888,08,0,128,217,89,328,396,71,280,2504,269,2312,2,13,234,105,60,1200,86,459,488,1,58,835,445,54,X295,303,1015,8,134,11,127,400,1200,7264,140,Yes,17816,148
X301,3,63,545,1912,1084,154,437,2045,347,60,41,10578,89,273,899,1192,747,20231,08,246,339,415,63,422,935,71,190,3382,397,2252,,1,235,,24,1200,257,655,1473,1,539,741,445,21,X301,303,294,8,166,11,208,407,1200,8054,82,Yes,22260,584
X302,7,112,704,1830,941,307,439,1745,346,60,40,9041,89,534,860,909,747,19724,08,90,204,397,112,322,685,70,117,4353,307,2644,,164,235,3,15,1200,135,318,646,1,390,1867,445,7,X302,303,645,8,98,609,131,405,1200,7139,137,Yes,21651,752
X304,4,111,151,2760,311,188,397,1179,340,57,39,7656,89,41,241,558,747,16600,08,0,425,224,111,293,645,66,126,3504,289,1391,,6,234,,5,1200,158,407,386,0,949,1817,445,1,X304,303,453,8,36,9,211,396,1200,6559,77,Yes,18490,1723
X305,6,124,374,964,677,463,334,1273,346,59,40,9100,89,79,620,720,747,16220,08,177,5,217,124,720,405,72,240,2302,519,2456,2,12,234,3,201,1200,204,571,700,1,71,393,445,193,X305,303,828,8,135,261,118,405,1200,7748,179,Yes,18544,167
X312,5,103,298,1079,654,22,334,1079,344,55,40,6935,89,437,421,527,747,13826,08,0,127,217,103,315,399,71,61,1473,266,3157,2,14,234,,49,1200,147,479,817,1,50,535,445,43,X312,303,1095,8,90,658,270,399,1200,5278,109,Yes,15741,287
X332,6,83,330,866,556,180,384,1324,343,52,40,7381,89,72,673,807,747,14311,08,2,2,133,83,270,341,69,312,1668,257,2988,2,11,234,3,13,1200,322,703,381,1,40,121,445,6,X332,303,1292,8,74,269,168,396,1200,6363,163,Yes,16177,133
X333,4,140,201,2348,356,121,412,1418,342,58,40,9470,89,39,426,791,747,17894,08,0,395,215,140,373,742,67,74,2687,295,1831,,216,235,,79,1200,252,423,1072,0,675,1012,445,75,X333,303,805,8,24,8,239,400,1200,7536,114,Yes,19867,1213
X335,4,185,210,2736,763,21,412,1418,346,64,40,9019,89,572,29,791,747,16831,08,0,266,215,185,357,765,70,107,1211,304,2262,,21,236,,53,1200,350,977,668,0,66,536,445,49,X335,303,403,8,49,12,106,410,1200,7248,88,Yes,18798,1578
X337,3,228,333,2283,5,26,394,1278,344,58,40,8921,89,82,349,663,747,16893,08,0,333,221,228,297,631,70,206,1491,283,2692,,7,235,,14,1200,234,746,570,2,72,476,445,9,X337,303,684,8,26,1058,199,403,1200,7626,71,Yes,18794,1260
X366,4,90,105,2178,424,629,524,1605,341,57,39,8989,89,125,478,745,747,20111,08,0,267,335,90,367,699,68,102,5334,362,1916,,3,234,,6,1200,171,549,554,0,65,3885,445,1,X366,303,419,8,49,393,132,398,1200,7816,73,Yes,22077,1087
X367,5,108,786,2310,934,213,395,1417,344,58,40,9249,89,262,521,735,747,19373,08,0,564,286,108,294,574,69,318,3752,272,2536,,11,234,,23,1200,762,670,929,1,68,1403,445,17,X367,303,509,8,125,176,246,401,1200,6843,197,Yes,21268,1344
X371,7,93,298,1414,541,27,525,1797,343,56,40,8701,89,51,290,938,747,16949,08,2,6,335,93,317,590,68,203,2931,299,2012,,11,235,3,18,1200,214,546,490,1,1155,946,445,10,X371,303,776,8,17,14,135,399,1200,7756,163,Yes,18865,432
X375,7,172,879,1416,326,239,395,1610,343,55,40,8251,89,158,303,929,747,17198,08,2,4,286,172,330,675,68,355,3239,297,2510,,8,235,3,33,1200,100,486,748,1,509,1207,445,25,X375,303,1032,8,181,219,447,398,1200,6498,296,Yes,19125,348
X376,5,102,237,1545,891,20,334,884,342,56,40,8596,89,49,447,333,747,15071,08,0,2,217,102,308,412,68,143,1290,269,2654,,11,234,,40,1200,249,744,395,1,60,277,445,34,X376,303,878,8,32,10,131,398,1200,7860,103,Yes,16977,741
X377,6,114,478,934,869,48,334,1323,344,53,40,14170,89,4524,756,770,747,21966,08,2,1,217,114,375,395,70,554,2606,327,2820,2,12,234,3,48,1200,263,1150,1067,2,43,1015,445,40,X377,303,587,8,250,25,188,396,1200,7652,107,Yes,23936,146
X405,5,93,252,908,401,66,354,849,344,55,40,6967,89,437,692,316,747,11994,08,17,8,177,93,335,264,71,63,1706,268,1470,2,96,233,26,67,1200,67,73,309,1,181,431,445,62,X405,303,755,8,137,10,231,399,1200,5773,117,Yes,13928,252
X424,4,62,184,2188,759,146,502,1524,347,62,40,10952,89,350,543,707,747,19534,08,172,385,315,62,303,1017,71,87,2182,297,2625,,13,235,,6,1200,165,572,406,0,125,847,445,1,X424,303,499,8,176,596,198,409,1200,9463,73,Yes,21446,778
X448,3,64,235,1985,1129,27,452,1334,340,55,39,7384,89,74,74,588,747,15681,08,0,457,294,64,288,622,67,709,606,278,4309,,119,235,,10,1200,9,1474,299,6,70,191,445,1,X448,303,1155,8,11,42,510,396,1200,5651,64,Yes,17564,970
X452,4,157,134,874,1082,152,334,1070,344,57,40,9880,97,511,922,518,747,18909,08,0,3,217,157,402,270,72,314,3582,357,3344,2,7,233,0,45,1200,259,711,654,2,1933,182,445,39,X452,303,1340,8,104,9,201,401,1200,8187,101,Yes,20912,205
X467,2,52,293,2539,37,23,525,1765,343,57,40,10437,89,103,1745,905,747,23722,08,2,662,335,52,355,588,69,1464,4917,346,4012,,59,235,4,9,1200,19,2706,257,1,83,2752,445,6,X467,303,1161,8,11,12,97,400,1200,7426,451,Yes,25677,1559
X519,5,78,305,843,800,422,328,2589,343,54,40,8155,89,59,556,247,747,16118,08,80,21,252,78,275,285,70,238,2225,266,2227,1762,105,233,,9,1200,266,569,358,1,49,547,445,3,X519,303,728,8,212,9,122,397,1200,7037,125,Yes,17990,165
X530,6,78,247,710,463,550,384,1324,345,56,40,8513,89,625,1062,807,747,16484,08,2,5,133,78,415,153,71,439,3385,401,2473,2,12,233,3,14,1200,162,546,741,1,56,1306,445,8,X530,303,1058,8,76,233,172,400,1200,6514,99,Yes,18499,165
X540,6,81,503,850,460,377,334,1276,346,58,40,10490,89,479,507,723,747,17340,08,2,5,217,81,388,223,73,158,2303,338,2340,2,12,234,141,49,1200,219,633,350,1,69,625,445,42,X540,303,1085,8,124,12,151,405,1200,9111,109,Yes,19332,235
X560,2,145,340,809,898,273,328,2765,344,52,40,8086,90,47,1077,424,747,17351,08,78,466,251,145,882,281,70,135,2496,494,3050,1762,186,234,4,387,1200,358,652,820,1,46,324,445,385,X560,303,1268,8,158,6,226,395,1200,6156,113,Yes,19828,135
X650,6,125,233,874,997,247,348,1403,347,57,41,9263,89,449,780,833,747,16408,08,56,160,221,125,482,274,72,113,2451,338,2291,2,107,234,3,143,1200,119,196,365,1,467,548,445,137,X650,303,782,8,152,107,209,404,1200,7786,128,Yes,18493,208
X002,7,100,493,4620,1125,59,389,1618,359,77,43,18600,89,70,1070,870,747,37377,09,461,2096,359,100,335,732,79,198,7619,321,4820,,18,237,3,14,1200,445,1412,1381,1,1596,3495,445,7,X002,303,2076,8,103,19,188,436,1200,14652,80,Yes,39348,3496
X004,3,229,698,3104,855,226,438,12563,347,59,41,15282,89,485,521,1031,747,37899,09,0,698,11093,229,248,852,70,256,4023,243,2698,,258,236,6,5,1200,194,487,1643,0,979,1405,445,2,X004,303,612,8,115,634,110,405,1200,11751,72,Yes,39752,1860
X011,6,97,367,1939,764,26,392,2045,342,58,40,9018,89,74,452,1322,747,17884,09,2,144,331,97,300,879,67,316,2691,287,2093,,171,235,3,12,1200,170,304,831,1,178,1496,445,6,X011,303,796,8,92,8,221,400,1200,7244,143,Yes,19784,667
X022,2,83,219,1494,476,315,417,1311,341,55,40,9703,89,471,914,658,747,16794,09,103,165,236,83,365,636,67,384,2585,348,1619,,151,234,4,17,1200,170,326,1063,1,429,434,445,15,X022,303,491,8,156,169,158,396,1200,7240,68,Yes,18755,465
X028,2,124,130,1879,640,20,368,1213,343,59,40,10198,89,143,248,608,747,17025,09,18,535,237,124,319,702,67,122,1756,297,1856,,145,235,,21,1200,115,278,1376,1,449,774,445,18,X028,303,789,8,58,25,123,403,1200,7631,189,Yes,18946,784
X035,2,110,517,1328,442,97,421,1070,344,58,41,8678,89,49,196,513,747,13963,09,0,460,136,110,276,793,68,215,1373,245,1405,,0,236,6,31,1200,133,312,411,0,41,389,445,29,X035,303,506,8,41,12,134,402,1200,7392,105,Yes,15841,142
X042,6,57,232,2476,120,162,370,1554,345,62,40,10999,89,74,682,982,747,20168,09,2,599,202,57,429,960,69,133,3323,397,1759,,11,236,3,32,1200,156,411,1103,1,572,1518,445,24,X042,303,914,8,95,160,154,406,1200,8896,85,Yes,22203,1123
X053,6,92,273,1409,464,206,337,1076,342,57,40,8650,89,73,331,580,747,14418,09,2,459,159,92,369,682,66,165,1682,348,1508,,11,235,3,21,1200,57,179,534,1,262,552,445,15,X053,303,728,8,59,7,130,399,1200,7228,119,Yes,16385,334
X055,6,83,159,2475,874,374,472,1490,344,60,40,10249,89,453,354,766,747,19809,09,244,272,252,83,330,818,68,92,3183,290,2327,,19,235,3,40,1200,135,314,924,1,447,1471,445,33,X055,303,857,8,81,142,141,404,1200,8263,143,Yes,21743,1265
X058,3,68,170,3748,609,97,412,1295,345,64,40,9885,89,172,439,676,747,20123,09,148,568,207,68,318,809,70,238,2994,302,2134,,214,235,,16,1200,148,386,603,0,313,1678,445,13,X058,303,1027,8,64,11,100,409,1200,7956,70,Yes,22050,2546
X063,6,98,167,1745,668,195,389,1619,343,60,40,10384,89,159,542,870,747,18492,09,2,353,359,98,319,837,68,146,2510,290,2136,,38,235,3,30,1200,319,393,744,1,613,672,445,23,X063,303,918,8,55,10,147,404,1200,8785,101,Yes,20415,516
X064,6,88,136,2050,684,203,375,1305,344,62,41,11102,89,513,374,717,747,18901,09,2,120,212,88,316,1068,68,63,2416,295,1940,,136,235,3,21,1200,123,279,1284,1,398,1179,445,15,X064,303,637,8,135,160,181,406,1200,8737,111,Yes,20823,590
X070,6,91,123,1455,478,115,375,1273,342,57,40,9393,89,450,468,662,747,15397,09,2,458,236,91,315,700,66,229,1610,284,1575,,95,235,3,31,1200,68,173,1034,1,264,570,445,25,X070,303,660,8,61,83,180,399,1200,6921,142,Yes,17311,363
X073,6,94,47,1986,577,79,414,1651,343,58,40,9932,89,477,460,879,747,17308,09,76,311,358,94,298,796,67,107,1744,285,1900,,171,235,3,13,1200,157,258,1149,1,385,541,445,6,X073,351,691,8,135,248,126,401,1200,7487,92,Yes,19207,750
X088,2,67,365,2154,546,20,455,1000,344,60,41,12201,89,145,303,382,747,19464,09,0,279,163,67,266,764,68,197,1919,249,2122,,458,236,6,16,1200,212,705,1710,0,50,969,445,14,X088,418,640,8,63,105,127,403,1200,9274,68,Yes,21333,882
X090,6,234,369,1650,936,51,434,1273,342,61,40,9498,89,62,535,668,747,18722,09,170,228,171,234,373,723,66,312,3430,301,2636,,23,236,3,71,1200,237,445,888,1,540,1529,445,65,X090,303,1103,8,116,6,146,403,1200,7791,77,Yes,20698,534
X109,2,115,183,1606,684,93,388,1340,343,59,40,8801,89,120,198,686,747,15419,09,0,530,265,115,257,757,67,307,1669,249,1888,,160,235,6,9,1200,125,293,424,1,409,662,445,6,X109,303,774,8,60,14,123,402,1200,6916,279,Yes,17279,457
X110,3,72,165,3171,890,20,374,1267,344,61,40,10186,89,54,641,688,747,22344,09,162,565,205,72,254,802,69,167,5176,243,2473,,33,235,,11,1200,268,517,609,0,868,3051,445,8,X110,383,899,8,84,9,159,405,1200,8495,180,Yes,24203,1897
X114,2,89,202,2103,414,25,371,1150,344,60,40,10122,89,499,330,558,747,17222,09,0,288,220,89,258,795,68,150,1819,251,1940,,138,235,6,7,1200,392,285,887,0,51,818,445,4,X114,322,1101,8,41,13,127,404,1200,8000,114,Yes,19084,896
X117,2,60,205,1857,498,220,360,1549,344,57,40,10460,89,450,410,848,747,18254,09,103,317,341,60,368,699,68,228,2178,353,2150,,151,235,4,15,1200,113,288,1211,1,310,818,445,12,X117,303,654,8,141,587,123,401,1200,7888,68,Yes,20222,766
X126,6,86,226,2301,737,171,346,1520,344,60,41,9687,89,53,776,917,747,18554,09,99,554,257,86,315,937,68,64,2854,289,2106,,162,235,3,25,1200,116,301,1144,1,490,976,445,19,X126,303,906,8,54,42,120,404,1200,7580,73,Yes,20473,972
X128,2,80,286,1748,513,20,472,1263,342,52,40,7439,89,54,446,539,747,13859,09,0,4,252,80,234,800,66,299,1128,230,2200,,6,235,6,4,1200,240,706,1183,0,45,92,445,1,X128,303,418,8,20,286,278,394,1200,5794,72,Yes,15686,556
X132,3,86,156,3433,876,221,406,1596,347,66,41,11993,89,474,715,881,747,25883,09,0,603,309,86,312,764,71,147,5867,306,2908,,229,236,,6,1200,150,369,701,0,832,3792,445,3,X132,303,1206,8,102,342,115,413,1200,9648,90,Yes,27809,2276
X145,3,147,253,2286,367,182,410,1166,343,58,40,10803,89,568,637,514,747,19719,09,139,290,243,147,258,441,69,230,3575,242,1742,,93,234,6,16,1200,153,482,1070,1,691,1520,445,13,X145,303,669,8,255,81,142,401,1200,8195,96,Yes,21578,1453
X163,3,109,187,2012,413,26,369,1274,344,60,41,9399,89,48,381,610,747,16725,09,27,406,295,109,485,794,68,70,2084,413,1847,,7,236,,73,1200,233,340,697,0,526,704,445,70,X163,303,539,8,5,6,549,404,1200,7867,299,Yes,18814,826
X166,3,151,255,1614,1615,432,592,1336,353,65,43,11823,89,471,952,520,747,22844,09,238,534,224,151,336,479,74,123,4076,255,3844,,4,236,6,80,1200,186,519,1106,0,806,1209,445,77,X166,303,1268,8,152,246,196,418,1200,9275,153,Yes,24798,743
X170,2,121,393,1602,5,26,384,2130,342,58,41,10118,89,127,24,1249,747,18095,09,0,467,498,121,303,509,67,236,2030,292,2095,,7,235,,12,1200,333,892,1237,0,36,1218,445,9,X170,303,1081,8,48,4,112,401,1200,7926,71,Yes,19999,700
X199,2,107,176,2005,617,77,450,1452,343,59,40,9378,89,517,348,750,747,17003,09,0,529,252,107,332,731,67,325,2109,293,1953,,134,236,,39,1200,126,293,698,0,257,1124,445,36,X199,366,615,8,26,139,290,402,1200,7080,69,Yes,18937,819
X204,2,108,148,1782,484,255,500,2798,344,59,41,10334,89,178,282,360,747,18646,09,0,471,105,108,296,780,68,163,1538,293,2086,1832,7,236,,3,1200,258,695,717,0,41,554,445,1,X204,303,793,8,37,5,109,403,1200,8686,75,Yes,20545,610
X215,2,72,389,1478,5,130,371,961,338,49,40,7283,89,104,474,425,747,12529,09,0,141,165,72,283,321,64,338,1456,271,1279,,5,234,,12,1200,200,484,314,0,28,234,445,10,X215,303,431,8,63,235,124,387,1200,6249,69,Yes,14398,765
X218,6,127,199,2047,583,101,372,1481,343,54,40,9114,89,100,313,807,747,16390,09,2,70,303,127,316,974,67,156,1843,300,1779,,197,236,3,16,1200,82,287,979,1,227,918,445,9,X218,303,608,8,137,159,142,397,1200,7318,156,Yes,18303,681
X219,3,67,127,2067,1093,688,371,961,345,58,40,10070,89,541,624,425,747,19627,09,371,213,165,67,293,912,69,139,3793,289,2668,,245,236,,4,1200,229,465,887,0,800,954,445,1,X219,303,728,8,101,266,116,404,1200,7874,71,Yes,21523,762
X227,3,89,175,927,201,662,366,1128,346,57,40,8425,89,124,373,555,747,14358,09,0,7,205,89,795,358,72,399,1701,784,2089,2,44,234,,11,1200,204,551,831,0,48,240,445,8,X227,303,828,8,202,293,216,403,1200,6757,63,Yes,16757,176
X229,3,88,516,2607,1104,219,427,2143,346,59,40,15052,89,487,1133,1087,747,28643,09,0,300,629,88,530,550,70,110,4717,359,4035,,406,235,,171,1200,228,638,831,1,956,1665,445,167,X229,303,1066,8,160,1065,162,405,1200,12685,73,Yes,30777,1665
X230,3,194,281,2506,776,73,427,2068,346,61,41,11713,89,548,248,1012,747,20922,09,0,148,629,194,276,1071,69,418,2117,250,2325,,277,236,6,27,1200,300,488,944,0,54,1161,445,24,X230,419,816,8,68,13,232,407,1200,9130,176,Yes,22804,926
X231,8,89,148,1030,489,713,535,1393,344,55,39,7316,89,56,492,567,747,14025,09,0,5,289,89,307,457,71,237,1950,296,2248,2,6,234,10,10,1200,166,480,489,1,54,377,445,1,X231,303,1136,8,30,9,134,399,1200,6372,111,Yes,15931,181
X232,3,48,333,1715,1223,289,365,1219,342,56,40,9927,89,556,848,609,747,18819,09,0,22,244,48,290,509,68,503,3167,286,2743,,101,234,,4,1200,109,515,517,0,185,1403,445,1,X232,303,656,8,109,227,122,398,1200,8052,67,Yes,20706,814
X236,3,119,225,4318,482,143,470,1979,346,65,40,12904,89,118,324,1033,747,26040,09,0,640,476,119,257,772,71,154,4733,249,1987,,290,235,,8,1200,245,597,1212,0,79,3718,445,4,X236,303,779,8,29,12,118,411,1200,10374,85,Yes,27908,3154
X239,4,100,196,917,550,550,366,1124,347,59,40,8819,89,59,337,553,747,15738,09,0,12,204,100,375,358,73,87,1934,369,2843,2,404,234,,6,1200,538,902,643,0,63,250,445,1,X239,303,1138,8,36,10,242,406,1200,7431,148,Yes,17719,167
X241,3,91,221,1260,912,171,368,1795,344,53,40,6699,89,63,439,455,747,13521,09,0,1,313,91,374,471,69,109,1453,357,2223,659,5,234,,17,1200,230,460,272,0,86,306,445,13,X241,303,628,8,16,7,217,396,1200,6133,101,Yes,15491,396
X250,5,78,322,970,465,324,370,958,344,53,40,7680,89,67,746,500,747,13531,09,0,3,87,78,591,410,70,624,1966,567,1879,2,39,234,,24,1200,412,597,1087,1,42,120,445,18,X250,303,409,8,68,275,133,396,1200,5715,77,Yes,15719,168
X252,1,96,829,865,490,23,369,1970,341,50,39,7036,89,300,934,625,747,13955,09,2,32,318,96,350,281,68,148,2157,340,1830,659,18,234,4,10,1200,221,615,1239,1,44,104,445,7,X252,303,243,8,5,255,228,391,1200,5178,112,Yes,15896,191
X260,6,155,418,1011,88,26,370,1151,342,50,40,7040,89,80,751,693,747,12947,09,2,2,87,155,339,415,68,271,1551,326,2040,2,11,234,3,13,1200,219,547,311,1,33,102,445,7,X260,303,949,8,145,198,256,393,1200,5833,384,Yes,14879,204
X263,3,105,221,810,328,532,368,1795,344,53,40,6682,89,48,660,455,747,13393,09,0,1,313,105,351,297,70,132,1951,347,2050,659,7,234,,4,1200,277,565,653,0,31,229,445,1,X263,303,855,8,15,71,231,397,1200,5718,109,Yes,15341,120
X276,6,71,234,787,720,26,458,18183,345,54,40,8021,89,98,874,1237,747,31637,09,2,21,16486,71,288,271,71,203,2027,265,2548,2,5,234,3,23,1200,331,746,617,9,45,514,445,8,X276,303,912,8,75,8,161,399,1200,6873,126,Yes,33524,123
X297,6,106,881,1036,897,30,355,1398,346,58,40,9471,89,157,780,796,747,17202,09,2,22,245,106,356,477,72,180,2556,342,2636,2,11,234,3,14,1200,324,550,723,1,69,470,445,7,X297,303,806,8,226,269,113,404,1200,8045,104,Yes,19161,166
X303,6,95,333,896,576,136,365,1411,343,54,41,8385,89,77,426,802,747,14950,09,2,177,244,95,353,407,67,395,2031,333,2132,,131,235,3,20,1200,250,655,875,1,41,842,445,14,X303,303,718,8,200,10,173,396,1200,6448,80,Yes,16900,97
X313,2,138,149,1644,730,120,440,1235,341,54,40,8549,89,610,606,548,747,16531,09,158,155,246,138,236,630,67,209,2457,235,2508,,108,234,6,1,1200,170,507,433,0,587,668,445,2,X313,303,930,8,67,229,111,395,1200,6825,136,Yes,18362,622
X323,3,105,204,1291,368,242,417,1151,342,54,40,9094,89,116,324,498,747,14981,09,139,110,236,105,356,627,67,137,1252,352,2088,,1,234,,4,1200,137,408,912,0,35,171,445,1,X323,303,765,8,124,441,106,396,1200,7601,92,Yes,16933,271
X324,2,199,210,1389,614,26,592,1488,340,53,39,7469,89,88,477,672,747,14364,09,2,7,224,199,351,475,66,297,1103,342,2717,,8,234,4,9,1200,172,872,508,1,58,158,445,6,X324,303,809,8,10,295,128,392,1200,6378,168,Yes,16307,521
X325,4,108,532,1356,720,20,410,1166,341,56,40,10713,89,522,476,514,747,16945,09,0,348,243,108,287,434,67,245,1768,284,1834,,73,234,,4,1200,298,455,450,0,43,398,445,0,X325,303,474,8,145,7,178,397,1200,8668,262,Yes,18829,529
X327,2,98,385,1682,571,69,374,1267,342,54,40,7705,89,51,175,688,747,14371,09,0,157,205,98,283,528,67,187,1099,279,2521,,43,235,,4,1200,273,763,514,0,47,149,445,1,X327,303,1066,8,80,6,115,395,1200,6599,75,Yes,16249,761
X328,3,135,190,1429,1239,213,410,1166,342,57,40,10749,89,456,487,514,747,18303,09,0,515,243,135,340,440,68,351,1910,287,2914,,179,234,,53,1200,305,814,1608,0,65,650,445,50,X328,303,628,8,177,11,223,399,1200,7390,71,Yes,20243,596
X329,3,99,202,911,415,155,366,1124,344,53,40,7470,89,49,933,553,747,13471,09,0,1,204,99,353,360,70,50,1773,348,2094,2,82,234,,5,1200,218,613,534,0,37,227,445,1,X329,303,863,8,25,7,196,397,1200,6583,146,Yes,15422,159
X339,3,79,169,1808,852,167,440,1235,344,59,40,10346,89,475,561,548,747,19048,09,86,474,246,79,380,429,69,146,3538,368,2042,,82,234,,11,1200,160,277,915,0,142,2254,445,8,X339,303,548,8,127,261,104,403,1200,8016,112,Yes,21031,987
X365,7,113,589,1010,18,197,365,1221,340,49,40,8490,89,64,335,610,747,13853,09,0,3,244,113,531,501,66,398,1400,523,1618,2,60,234,10,8,1200,257,723,702,1,2,21,445,0,X365,303,619,8,92,0,257,389,1200,7050,109,Yes,15973,117
X403,3,151,496,995,5,99,355,1205,342,52,40,8730,89,452,349,604,747,15595,09,0,18,245,151,433,463,67,303,2196,295,2318,2,6,234,,137,1200,437,630,439,0,594,221,445,134,X403,303,1480,8,183,1,201,394,1200,7228,101,Yes,17621,139
X404,6,68,385,1093,481,282,355,1399,346,57,40,7236,89,176,617,797,747,16094,09,2,15,245,68,681,460,72,209,3863,580,2435,2,267,234,3,101,1200,409,507,622,1,63,2106,445,94,X404,303,1289,8,140,11,147,403,1200,5693,111,Yes,18378,241
X412,2,80,417,875,1079,843,366,1284,344,55,40,10035,89,53,806,712,747,19640,09,2,386,204,80,356,353,70,399,3957,347,3409,2,58,234,4,9,1200,205,538,404,1,868,815,445,6,X412,303,1610,8,38,14,167,399,1200,8590,102,Yes,21595,130
X413,1,95,725,1029,959,475,366,1283,343,50,40,7300,89,49,938,712,747,16696,09,2,117,204,95,344,342,68,199,2533,336,4455,2,62,234,4,8,1200,160,521,1260,1,37,196,445,6,X413,303,1486,8,6,5,1485,392,1200,5457,147,Yes,18633,295
X414,2,87,415,869,1171,388,366,1283,345,57,40,9736,89,147,532,711,747,20108,09,362,18,204,87,613,333,71,875,3436,352,4697,2,10,234,4,261,1200,257,564,550,1,72,1411,445,258,X414,303,2368,8,244,12,583,402,1200,7676,211,Yes,22322,143
X443,7,47,187,1761,642,52,434,1272,343,56,41,9239,89,63,141,668,747,15813,09,209,381,171,47,318,694,67,645,975,304,2518,,65,236,3,13,1200,226,639,598,2,33,126,445,5,X443,303,963,8,31,11,263,399,1200,7273,181,Yes,17729,675
X449,6,71,153,2178,88,410,592,1521,340,54,40,11180,89,52,632,704,747,20342,09,2,465,224,71,314,653,65,1073,2868,301,2525,,119,235,3,12,1200,585,1432,1598,1,30,1056,445,5,X449,303,760,8,11,7,238,394,1200,7784,74,Yes,22249,1132
X454,3,46,413,2968,37,22,592,1488,345,60,40,11995,89,100,985,672,747,20967,09,2,235,224,46,364,514,70,973,1834,355,2637,,12,235,4,10,1200,11,1367,532,1,97,303,445,6,X454,303,916,8,494,14,302,405,1200,9466,180,Yes,22937,2061
X457,7,76,240,1703,518,26,434,1272,343,57,40,8941,89,108,772,668,747,15566,09,2,164,171,76,319,689,67,791,1387,307,2187,,344,235,3,13,1200,140,591,1152,1,41,165,445,5,X457,303,729,8,58,9,340,400,1200,6229,91,Yes,17486,621
X505,3,83,307,1022,644,322,357,1588,343,52,40,7981,89,48,879,737,747,15173,09,0,30,492,83,502,448,69,135,2210,495,2290,2,238,234,,7,1200,134,377,338,0,260,307,445,3,X505,303,1015,8,203,5,249,395,1200,6829,159,Yes,17270,181
X517,2,101,434,1146,496,448,371,1123,342,52,39,7857,89,462,336,586,747,13396,09,2,27,165,101,358,321,69,100,1689,340,1480,2,10,234,4,17,1200,241,408,646,1,54,174,445,15,X517,303,405,8,89,7,163,394,1200,6372,149,Yes,15347,433
X525,3,66,144,974,777,155,342,1824,345,55,40,6693,89,52,698,586,747,14185,09,0,63,248,66,286,342,71,198,1934,281,2693,648,6,234,,4,1200,207,379,391,1,108,623,445,1,X525,303,1154,8,77,174,209,400,1200,5804,102,Yes,16070,240
X543,6,195,1173,1092,1475,548,355,1398,345,57,40,7202,89,109,1001,797,747,17612,09,2,172,245,195,283,314,72,341,3858,269,3868,2,12,233,3,14,1200,628,1085,320,1,64,442,445,7,X543,303,896,8,158,14,398,402,1200,5996,91,Yes,19497,385
X003,3,209,89,2690,820,144,453,2072,345,58,40,11099,89,80,765,1079,747,22292,10,0,351,539,209,248,806,69,78,3491,248,2731,,275,235,6,1,1200,168,496,865,0,337,1987,445,2,X003,303,717,8,72,523,174,403,1200,9312,61,Yes,24143,1491
