,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
Q018,2,101,86,1850,5,20,437,1331,336,52,39,6883,89,60,138,689,747,12549,26,0,201,205,101,278,582,63,53,1122,274,1262,,6,234,,3,1200,163,427,242,0,46,669,445,1,Q018,303,650,8,6,3,178,387,1200,6237,78,Yes,14414,875
Q026,3,68,62,1913,257,304,390,1441,339,57,39,8656,89,22,213,829,747,16004,26,1,155,221,68,327,525,66,62,2544,298,1382,,7,234,4,30,1200,144,380,146,0,611,1210,445,26,Q026,303,635,8,11,10,101,397,1200,8118,132,Yes,17928,995
Q031,2,80,234,1540,266,20,350,1329,337,53,39,7225,89,15,98,687,747,13181,26,0,185,292,80,282,572,64,86,1567,278,1439,,6,234,,3,1200,143,383,140,0,363,709,445,1,Q031,303,643,8,9,3,144,391,1200,6717,68,Yes,15053,575
Q041,3,84,140,1452,5,20,373,1594,332,52,37,7818,89,17,52,996,747,14222,26,0,8,226,84,279,457,62,60,2005,275,1269,,6,233,,4,1200,165,446,222,0,444,1184,445,1,Q041,303,639,8,17,5,175,384,1200,7419,69,No,16085,602
Q046,4,192,205,3439,378,20,452,1517,342,64,39,10336,89,41,192,761,747,26836,26,0,31,304,192,319,564,69,111,9120,297,2231,,253,234,,21,1200,172,488,278,0,963,7568,445,18,Q046,303,845,8,328,353,167,406,1200,9218,76,Yes,28760,2482
Q067,2,96,98,1634,505,20,395,1261,331,46,37,6574,89,12,245,642,747,12504,26,85,103,224,96,303,401,61,55,1485,261,1455,,111,233,89,42,1200,101,245,238,0,369,566,445,39,Q067,303,441,8,13,118,147,377,1200,5880,73,No,14383,840
Q074,3,107,235,1380,509,20,402,1246,337,50,39,7365,89,35,289,604,747,14241,26,78,61,240,107,311,512,64,103,2696,282,1446,,119,234,122,29,1200,96,247,253,0,395,1584,445,26,Q074,303,455,8,55,123,113,388,1200,6531,85,Yes,16139,475
Q094,3,112,131,1445,14,20,334,1673,332,51,37,7487,89,19,103,707,747,13771,26,1,2,175,112,293,517,61,142,1505,288,1549,456,7,233,4,6,1200,183,517,149,0,67,1000,445,2,Q094,303,907,8,2,6,106,383,1200,7059,103,No,15647,536
Q098,3,122,239,1690,5,20,363,1785,331,51,37,7566,89,54,113,1155,747,15361,26,0,6,268,122,286,319,62,154,2452,273,1746,,6,232,,13,1200,260,811,101,0,256,1564,445,10,Q098,303,691,8,15,5,234,382,1200,7128,101,No,17230,978
Q115,3,109,63,2184,312,20,510,1571,338,56,39,9692,89,43,101,840,747,18380,26,141,376,221,109,302,603,65,184,3178,296,1646,,6,234,4,6,1200,147,449,163,0,858,1848,445,3,Q115,303,691,8,44,16,178,395,1200,8770,102,Yes,20277,1189
Q133,3,90,21,1985,328,20,454,1552,339,57,39,10289,89,54,535,868,747,18417,26,0,518,230,90,397,420,66,81,2968,285,1535,,265,234,,112,1200,132,459,709,0,436,1823,445,109,Q133,303,620,8,36,7,119,396,1200,8559,67,Yes,20411,1173
Q158,3,89,52,1187,365,21,360,1128,336,50,39,7220,89,16,281,600,747,12504,26,66,62,169,89,357,441,64,51,1659,341,1221,,123,234,4,16,1200,59,217,139,0,405,776,445,13,Q158,303,433,8,19,117,89,386,1200,6734,71,Yes,14447,354
Q159,3,106,36,1685,278,20,364,1390,337,56,39,8584,89,20,139,799,747,16070,26,0,252,227,106,287,487,65,88,2857,283,1448,,6,234,,4,1200,153,424,314,0,593,1915,445,1,Q159,303,642,8,19,7,97,393,1200,7818,67,Yes,17950,805
Q162,2,72,160,1351,205,20,406,1262,337,52,39,6758,89,10,78,568,747,11717,26,0,1,289,72,293,569,63,56,1084,276,1190,,192,234,,17,1200,116,305,120,0,238,470,445,15,Q162,303,572,8,8,3,105,389,1200,6255,117,Yes,13599,389
Q172,3,73,72,1291,500,20,371,1169,337,50,39,7696,89,18,235,606,747,13173,26,68,3,191,73,296,511,64,129,1461,281,1483,,127,234,102,14,1200,102,231,248,0,383,582,445,11,Q172,303,505,8,19,137,110,387,1200,6981,70,Yes,15056,387
Q173,2,80,180,1791,188,20,331,1095,337,53,39,7472,89,12,85,594,747,13242,26,0,243,169,80,500,673,64,82,1696,278,1108,,6,234,,222,1200,103,268,302,0,336,972,445,219,Q173,303,502,8,111,6,144,391,1200,6649,67,Yes,15332,725
Q178,3,67,98,1622,293,20,433,1549,336,48,38,7424,89,41,459,797,747,15183,26,89,212,319,67,481,625,63,82,3004,265,1517,,6,234,,215,1200,170,415,267,0,413,1755,445,213,Q178,303,675,8,19,7,128,385,1200,6705,91,Yes,17248,604
Q186,3,136,281,3634,5,24,493,1774,336,58,37,8655,89,100,514,921,747,26351,26,0,476,360,136,361,676,65,201,10531,286,1621,,5,234,,75,1200,236,606,590,0,659,8817,445,71,Q186,303,832,8,114,12,167,394,1200,7102,66,No,28305,2566
Q188,2,96,60,1798,287,38,406,2108,332,51,37,7182,89,22,42,897,747,14390,26,0,299,131,96,276,521,61,317,1756,273,1449,674,5,233,,4,1200,140,384,163,0,59,1416,445,1,Q188,303,673,8,1,4,101,383,1200,6308,66,No,16249,885
Q191,2,76,182,1564,5,20,572,1941,336,53,39,7490,89,54,140,1090,747,13885,26,0,257,279,76,309,555,63,178,1490,277,1324,,6,234,,32,1200,224,569,433,0,53,872,445,30,Q191,303,623,8,17,4,123,389,1200,6339,207,Yes,15783,617
Q203,3,80,206,1624,411,20,365,1085,333,52,37,6957,89,18,160,558,747,13427,26,1,189,162,80,294,567,62,85,2346,288,1336,,6,234,4,6,1200,112,298,124,0,451,1396,445,3,Q203,303,507,8,15,7,114,384,1200,6384,132,No,15306,664
Q205,3,126,167,1317,14,20,425,1835,332,51,37,8001,89,41,195,1061,747,15787,26,1,320,349,126,293,556,61,92,2932,287,1576,,6,233,4,6,1200,272,699,226,0,1260,1016,445,2,Q205,303,754,8,10,5,105,383,1200,7228,74,No,17663,368
Q213,3,128,177,2135,291,20,388,1513,337,55,39,9653,89,28,349,824,747,18134,26,0,487,301,128,323,614,64,50,3084,280,1622,,5,234,,43,1200,172,493,136,0,520,1846,445,40,Q213,303,677,8,171,5,155,392,1200,8688,87,Yes,20049,1128
Q216,3,89,28,1221,381,20,374,1042,338,49,39,6527,89,15,258,531,747,11320,26,65,51,138,89,249,549,64,151,1360,220,1081,,98,234,4,29,1200,75,184,299,0,306,609,445,26,Q216,303,324,8,15,96,96,387,1200,5825,68,Yes,13156,279
Q221,2,108,38,1877,248,20,416,1330,332,51,37,7609,89,25,198,732,747,14486,26,0,149,181,108,297,513,61,57,2274,274,1288,,201,233,,23,1200,127,352,149,0,261,1629,445,20,Q221,303,597,8,2,5,86,383,1200,6945,82,No,16365,972
Q266,3,103,20,2522,244,20,447,1635,332,48,37,8417,89,14,183,696,747,16539,26,80,146,492,103,347,532,62,66,2479,265,1383,,178,233,,82,1200,125,319,578,0,623,1429,445,79,Q266,303,650,8,42,55,115,380,1200,7324,70,No,18466,1597
Q415,2,92,197,796,494,101,359,801,333,45,37,6435,89,14,302,305,747,10529,26,4,3,135,92,204,206,64,68,1101,162,1304,2,103,232,92,43,1200,28,77,104,0,153,317,445,41,Q415,303,644,8,59,5,83,378,1200,5885,106,No,12311,198
Q430,2,107,175,998,339,20,367,781,339,49,39,6791,89,12,348,288,747,11164,26,15,63,125,107,230,299,67,139,1343,183,1143,2,118,233,69,47,1200,43,65,116,0,135,607,445,45,Q430,303,643,8,82,5,91,388,1200,6089,103,Yes,12981,307
Q435,3,79,122,900,507,60,391,1050,334,47,37,6426,89,25,388,519,747,11215,26,26,52,139,79,294,209,64,118,1269,256,1490,2,94,232,88,38,1200,39,101,107,0,193,442,445,34,Q435,303,761,8,47,7,113,381,1200,5788,107,No,13089,299
Q495,2,82,165,980,481,37,355,805,340,49,39,5864,89,12,417,347,747,10423,26,19,19,101,82,219,355,67,170,1246,168,1447,2,108,234,62,51,1200,37,76,91,0,170,402,445,49,Q495,303,748,8,2,29,113,390,1200,5299,102,Yes,12231,233
Q566,3,72,249,1194,548,20,470,1561,339,50,39,6803,89,20,322,647,747,13283,26,59,7,442,72,263,416,67,117,1925,212,1728,2,108,233,4,51,1200,72,200,180,0,230,972,445,47,Q566,303,875,8,66,7,98,389,1200,6199,103,Yes,15134,386
Q042,4,112,123,1841,236,87,448,1369,342,55,40,10659,89,414,345,721,747,17590,27,26,366,200,112,355,624,68,124,2292,322,1318,,274,235,4,34,1200,107,344,912,0,454,1151,445,29,Q042,303,458,8,7,178,102,397,1200,8416,141,Yes,19542,825
Q043,3,92,34,1813,505,25,455,1454,342,53,40,8687,89,38,240,657,747,15543,27,53,287,343,92,315,711,67,111,2232,217,1264,,84,235,4,98,1200,85,197,639,0,411,1385,445,95,Q043,303,440,8,62,8,114,395,1200,7394,68,Yes,17453,708
Q045,4,142,75,2169,683,24,383,1490,341,56,40,9503,89,51,299,924,747,17895,27,1,426,184,142,324,746,66,73,2499,245,2092,,7,235,4,79,1200,264,497,478,0,554,1282,445,75,Q045,303,779,8,42,19,115,397,1200,8340,81,Yes,19816,1031
Q047,4,87,43,1725,625,24,529,1386,339,53,39,9214,89,23,527,566,747,19902,27,383,390,292,87,347,527,66,165,5035,239,2454,,7,234,4,109,1200,203,896,243,0,270,3585,445,104,Q047,303,811,8,29,12,110,392,1200,8286,67,Yes,21841,805
Q051,3,75,86,1302,14,24,451,1370,338,53,39,9615,89,28,84,603,747,16957,27,1,190,316,75,251,590,64,141,2793,243,1802,,5,235,4,8,1200,321,817,868,0,24,2252,445,4,Q051,303,849,8,34,6,117,391,1200,8275,72,Yes,18799,320
Q053,4,162,92,1261,902,273,583,2396,346,59,41,9372,89,416,646,1195,747,18622,27,126,170,618,162,756,530,70,99,2674,603,2757,,8,235,4,153,1200,36,356,319,0,329,1173,445,149,Q053,303,713,8,86,678,107,405,1200,8200,72,Yes,20983,338
Q056,3,173,86,1949,389,24,348,1254,342,57,40,8762,89,17,96,725,747,16313,27,1,13,181,173,265,910,66,92,2411,227,1764,,7,235,4,37,1200,190,496,256,0,481,1533,445,34,Q056,303,767,8,30,7,104,398,1200,8210,134,Yes,18176,647
Q060,4,104,110,1729,429,24,361,1032,340,55,40,7726,89,16,160,537,747,13296,27,1,144,135,104,265,635,65,95,1472,246,1232,,6,235,4,20,1200,100,185,347,0,273,806,445,16,Q060,303,508,8,25,7,103,395,1200,7011,78,Yes,15156,701
Q062,3,91,70,1525,362,24,410,1126,340,54,40,7845,89,38,147,536,747,12825,27,1,4,181,91,230,603,65,155,923,221,1314,,7,235,4,9,1200,92,219,419,0,19,570,445,6,Q062,303,545,8,8,36,152,394,1200,7142,70,Yes,14649,529
Q063,3,106,48,1956,431,24,404,1066,342,57,40,8487,89,19,256,502,747,14566,27,1,299,160,106,321,644,67,56,1839,228,1113,,100,235,4,93,1200,72,191,369,0,310,1128,445,90,Q063,303,394,8,101,7,91,399,1200,7469,70,Yes,16486,919
Q064,3,83,80,1198,245,24,348,1167,341,55,40,8297,89,26,214,618,747,13569,27,1,163,200,83,274,687,65,81,1570,245,1255,,7,236,4,28,1200,247,314,494,1,248,756,445,25,Q064,303,592,8,19,5,100,396,1200,7376,126,Yes,15439,119
Q065,3,120,118,1962,292,24,365,2625,342,57,40,8973,89,77,227,695,747,17551,27,1,150,222,120,253,740,67,141,2539,228,1333,1343,204,235,4,24,1200,153,368,638,0,591,1426,445,21,Q065,303,554,8,27,8,110,400,1200,7627,105,Yes,19404,830
Q066,4,110,234,1651,331,25,357,916,343,59,40,8660,89,39,225,413,747,14661,27,1,81,147,110,269,747,67,216,1697,253,1625,,269,235,4,16,1200,194,469,426,0,160,858,445,12,Q066,303,709,8,39,10,106,401,1200,7517,68,Yes,16531,512
Q090,4,88,118,1933,382,63,356,1052,342,58,40,8682,89,29,149,565,747,14771,27,1,143,132,88,269,697,67,78,1949,252,1068,,6,235,4,17,1200,112,254,376,0,371,1136,445,13,Q090,303,327,8,39,9,97,400,1200,7929,78,Yes,16640,843
Q096,4,93,170,1739,474,24,553,1289,341,55,40,9048,89,24,438,545,747,16055,27,1,581,191,93,551,667,66,162,2114,246,1772,,6,235,4,305,1200,237,633,206,0,35,1209,445,301,Q096,303,539,8,25,7,119,396,1200,7768,271,Yes,18202,679
Q097,4,73,100,1734,207,24,422,1248,342,58,40,9400,89,19,81,658,747,15035,27,1,151,169,73,267,623,67,62,1370,252,1209,,7,235,4,15,1200,117,285,811,0,315,733,445,11,Q097,303,607,8,20,9,102,400,1200,8213,112,Yes,16902,718
Q100,3,85,137,1686,198,24,374,1109,343,57,41,8476,89,16,267,512,747,14339,27,1,88,223,85,472,638,67,136,1959,378,1024,,7,236,4,94,1200,84,216,515,0,435,1011,445,90,Q100,303,488,8,18,7,115,400,1200,7619,71,Yes,16412,656
Q104,4,113,35,2086,484,75,388,1338,343,58,40,9537,89,95,190,739,747,17567,27,1,480,210,113,295,732,67,181,3049,250,1444,,6,235,4,45,1200,130,325,266,0,609,2008,445,41,Q104,303,522,8,44,11,101,401,1200,8393,67,Yes,19462,962
Q105,4,87,51,1603,383,28,465,1182,341,52,40,9304,89,17,306,543,747,15666,27,1,441,174,87,248,710,66,108,1960,236,1529,,292,235,4,11,1200,99,259,417,0,433,1043,445,7,Q105,303,437,8,90,263,187,393,1200,7869,67,Yes,17507,501
Q106,4,159,115,2383,392,24,412,1418,343,58,40,9418,89,32,139,777,747,16796,27,1,703,229,159,389,752,67,220,1886,249,1531,,7,235,4,140,1200,205,521,652,0,48,1355,445,136,Q106,303,484,8,36,9,125,400,1200,7653,112,Yes,18785,1239
Q108,3,90,71,1638,504,24,396,1141,340,54,40,7285,89,23,129,523,747,12768,27,1,66,222,90,289,619,65,80,1326,221,1287,,6,235,4,68,1200,115,168,396,0,234,753,445,65,Q108,303,469,8,19,4,141,394,1200,6528,162,Yes,14650,626
Q114,4,91,57,1808,402,24,354,1156,332,49,37,9103,89,24,231,582,747,16209,27,1,18,220,91,258,318,63,126,2716,232,1335,,173,233,4,25,1200,110,277,474,0,302,1993,445,21,Q114,303,514,8,5,11,132,381,1200,8099,181,No,18048,1097
Q123,3,106,147,2451,485,26,638,1718,342,57,40,9109,89,47,184,815,747,17529,27,1,418,265,106,235,751,67,151,2452,227,1692,,6,235,4,8,1200,133,339,546,0,586,1376,445,4,Q123,303,579,8,34,172,117,399,1200,7836,67,Yes,19363,1308
Q124,3,76,246,1664,263,24,378,1106,339,49,40,7040,89,21,222,470,747,12279,27,1,109,258,76,303,625,65,321,1162,208,1231,,11,235,4,95,1200,139,197,445,0,163,368,445,92,Q124,303,620,8,36,3,148,388,1200,6016,78,Yes,14169,646
Q137,4,74,144,1656,366,42,383,1017,341,52,40,6871,89,22,208,415,747,12009,27,1,94,218,74,243,516,66,150,1250,236,1141,,66,235,4,8,1200,56,130,404,0,122,677,445,4,Q137,303,330,8,66,219,95,393,1200,5972,93,Yes,13845,748
Q146,4,172,90,2206,467,79,468,1463,339,54,39,10137,89,43,365,680,747,18292,27,1,566,315,172,250,470,67,140,2919,241,1395,,211,234,4,9,1200,109,271,614,0,324,1952,445,4,Q146,303,534,8,20,14,108,394,1200,8470,68,Yes,20135,1344
Q155,3,87,111,1587,553,24,397,1440,341,55,40,9408,89,43,227,801,747,15536,27,1,444,242,87,435,616,66,232,1534,224,1480,,221,235,4,211,1200,125,350,396,0,275,771,445,207,Q155,303,461,8,45,5,111,396,1200,7955,67,Yes,17567,577
Q183,4,94,160,1795,495,175,456,1313,343,54,40,8285,89,79,384,746,747,16252,27,102,277,111,94,276,621,67,161,2740,240,2024,,171,235,4,36,1200,232,332,473,0,301,1386,445,32,Q183,303,536,8,111,535,127,397,1200,6893,117,Yes,18124,782
Q197,4,106,150,2812,605,28,470,1677,344,60,40,10695,89,59,314,933,747,21364,27,123,379,273,106,332,929,68,187,4188,253,1887,,6,236,4,79,1200,262,394,708,0,751,2559,445,75,Q197,303,693,8,47,10,186,403,1200,9237,67,Yes,23300,1490
Q202,4,112,115,1215,288,133,426,1106,340,52,40,6929,89,17,317,495,747,12797,27,62,100,185,112,243,556,66,72,1885,236,1550,,7,235,4,8,1200,82,202,556,0,392,784,445,4,Q202,303,357,8,35,546,158,392,1200,6056,82,Yes,14633,266
Q207,4,86,46,1300,397,24,366,1139,337,52,38,9191,89,79,430,613,747,17990,27,1,412,160,86,303,387,65,90,4782,236,1491,,173,234,4,67,1200,107,318,638,0,475,3701,445,62,Q207,303,665,8,95,10,100,389,1200,7626,75,Yes,19881,520
Q210,4,73,50,1324,413,72,352,887,341,53,40,6880,89,19,297,407,747,12162,27,35,86,128,73,250,507,66,82,1699,238,1300,,65,235,4,11,1200,75,122,255,0,281,889,445,7,Q210,303,347,8,42,319,98,394,1200,6257,69,Yes,14005,424
Q215,4,68,74,1965,524,24,419,1320,343,60,40,8762,89,24,386,704,747,16047,27,1,434,197,68,372,728,68,126,2247,254,1684,,6,235,4,118,1200,119,350,525,0,296,1349,445,114,Q215,303,691,8,19,13,106,403,1200,7560,64,Yes,18022,844
Q223,3,92,119,2367,463,78,606,1897,342,56,40,10554,89,67,347,926,747,18875,27,1,615,365,92,256,922,66,251,2525,225,1440,,7,235,4,31,1200,122,325,586,1,607,1252,445,27,Q223,303,549,8,38,5,98,398,1200,8918,68,Yes,20729,1052
Q225,4,149,80,1596,1434,455,493,1603,343,55,40,10232,89,413,523,869,747,23265,27,274,211,242,149,331,734,67,128,5986,243,3698,,487,235,4,88,1200,316,927,281,0,1477,2863,445,84,Q225,303,954,8,9,168,214,398,1200,8632,67,Yes,25193,469
Q226,4,69,90,1507,460,24,494,1468,342,54,40,8591,89,430,292,668,747,14288,27,64,151,305,69,320,586,67,72,1555,240,1099,,88,235,4,80,1200,56,165,456,0,180,849,445,75,Q226,303,363,8,69,10,100,396,1200,7250,70,Yes,16204,529
Q232,4,116,56,1636,337,24,382,1016,339,51,39,8911,89,80,172,499,747,14936,27,1,246,136,116,242,580,65,378,1977,235,1279,,127,235,4,8,1200,95,238,589,0,426,1203,445,4,Q232,303,592,8,12,9,103,390,1200,7351,124,Yes,16768,664
Q253,4,137,281,1835,557,194,360,1706,343,59,40,8661,89,70,318,857,747,17458,27,1,173,489,137,438,876,67,250,3288,253,1831,,199,235,4,186,1200,169,402,556,1,289,2036,445,181,Q253,303,696,8,88,13,161,402,1200,7243,77,Yes,19498,566
Q254,4,154,177,2451,505,225,349,1555,343,58,40,8624,89,36,188,797,747,17580,27,1,315,409,154,263,786,67,114,3232,251,1565,,236,235,4,12,1200,142,345,871,0,47,2452,445,8,Q254,303,473,8,176,10,231,401,1200,6764,108,Yes,19445,1272
Q260,4,92,271,897,718,24,391,1337,342,51,40,6537,89,59,441,779,747,12546,27,1,2,165,92,242,344,69,148,1444,234,2240,2,1,234,4,8,1200,162,576,464,0,40,504,445,4,Q260,303,602,8,123,229,115,393,1200,5627,110,Yes,14381,160
Q262,4,70,196,1173,677,30,397,1668,342,50,40,6208,89,55,539,915,747,13739,27,1,2,355,70,249,384,68,72,2586,232,2035,2,7,234,4,17,1200,285,434,664,0,81,1453,445,13,Q262,303,592,8,29,183,149,392,1200,5296,78,Yes,15580,396
Q282,4,70,160,864,603,24,391,1334,339,50,40,6704,89,58,424,778,747,12122,27,1,2,165,70,239,343,65,228,1036,231,2115,,6,234,4,7,1200,301,818,214,0,30,97,445,4,Q282,303,508,8,8,6,179,388,1200,6059,123,Yes,13949,128
Q302,8,70,315,775,5,23,391,1278,342,53,39,9357,89,118,459,720,747,14716,27,0,305,165,70,325,291,69,718,1012,290,2225,2,620,234,10,35,1200,17,1320,339,2,49,149,445,25,Q302,303,763,8,62,7,130,395,1200,6968,216,Yes,16636,92
Q306,4,67,17,2578,14,24,367,1660,337,54,39,8342,89,53,276,655,747,15244,27,1,820,637,67,252,681,64,251,948,243,1649,,1,234,4,9,1200,23,876,480,1,36,572,445,4,Q306,303,616,8,3,7,136,390,1200,6668,62,Yes,17086,1504
Q308,4,64,464,1318,852,24,426,1108,343,53,39,6870,89,32,118,496,747,13255,27,1,2,185,64,245,553,69,605,1152,237,2743,2,24,235,4,8,1200,218,829,329,0,51,277,445,4,Q308,303,616,8,21,194,253,396,1200,5437,416,Yes,15096,373
Q309,3,64,593,982,598,24,391,1337,342,51,39,7611,89,30,373,779,747,13423,27,1,3,165,64,221,345,69,376,1353,214,2075,2,4,234,4,7,1200,198,869,268,0,44,121,445,4,Q309,303,466,8,25,6,136,393,1200,6652,250,Yes,15238,245
Q317,3,64,84,2219,14,166,493,1603,340,56,40,8881,89,290,374,869,747,15555,27,1,716,242,64,242,561,66,411,1273,234,1515,,5,235,4,8,1200,224,682,645,0,44,380,445,4,Q317,303,615,8,6,8,196,395,1200,6677,126,Yes,17392,1265
Q318,4,14,780,2782,13,24,493,1544,345,59,40,7945,89,20,23,810,747,19070,27,0,777,242,14,298,747,70,1730,1189,292,5596,,4,235,,7,1200,57,2770,351,0,84,221,445,2,Q318,303,1638,8,29,13,1161,404,1200,4885,148,Yes,20972,1642
Q319,4,45,354,1624,13,24,583,2328,344,59,40,11958,89,181,1742,1127,747,23089,27,0,860,618,45,303,534,70,2062,2678,291,4456,,8,235,,12,1200,31,2696,349,5,86,441,445,3,Q319,303,1610,8,11,21,117,403,1200,8331,158,Yes,24995,697
Q323,3,88,177,2220,273,26,385,1350,336,44,39,5832,89,15,130,716,747,11267,27,1,1,248,88,231,349,64,62,659,221,1119,2,146,233,4,10,1200,113,283,697,0,6,206,445,7,Q323,303,347,8,17,109,108,380,1200,4788,103,Yes,13078,1478
Q333,3,50,448,1900,294,100,475,1849,339,53,40,8204,89,41,123,1010,747,14639,27,1,593,363,50,227,848,65,261,1401,220,1236,,6,235,4,7,1200,62,406,197,1,27,640,445,4,Q333,303,404,8,7,4,129,393,1200,6985,109,Yes,16459,659
Q400,4,110,434,771,1254,329,500,1921,342,53,39,7109,89,417,498,1059,747,15462,27,16,13,361,110,335,206,70,103,2340,239,3211,2,107,233,4,96,1200,69,203,334,0,344,649,445,92,Q400,303,1149,8,204,408,198,396,1200,5812,114,Yes,17393,171
Q410,4,70,245,968,986,354,397,1731,345,55,40,7351,89,419,758,976,747,15333,27,118,16,357,70,339,384,71,100,3020,308,2193,2,100,234,81,32,1200,76,204,268,0,293,1174,445,27,Q410,303,876,8,125,12,115,400,1200,6137,106,Yes,17273,192
Q465,3,75,344,816,3065,316,391,1282,354,61,43,7790,89,463,945,724,747,18382,27,34,2,165,75,677,346,76,201,2821,367,5598,2,12,235,0,310,1200,236,876,276,1,627,320,445,306,Q465,303,1450,8,232,9,197,416,1200,6506,100,Yes,20675,78
Q475,2,81,150,698,619,156,415,914,334,48,37,6208,89,18,480,324,747,10789,27,24,2,174,81,207,185,65,73,1363,168,1524,2,81,232,5,39,1200,37,88,161,0,104,413,445,37,Q475,303,684,8,74,6,127,382,1200,5691,102,No,12577,121
Q480,4,98,372,722,541,139,404,1184,343,52,40,7503,89,424,407,461,747,12794,27,6,22,116,98,285,171,69,75,1534,238,1753,204,80,233,71,47,1200,50,93,244,0,138,423,445,43,Q480,303,634,8,89,305,179,395,1200,6406,90,Yes,14673,159
Q650,3,102,321,937,474,137,399,1535,340,47,39,7624,89,14,517,662,747,12952,27,0,0,473,102,348,429,66,256,1335,339,1420,2,137,234,0,9,1200,103,261,307,1,43,213,445,5,Q650,303,531,8,98,2,152,387,1200,6680,133,Yes,14887,115
Q008,4,94,137,1835,910,161,413,1725,346,60,40,9752,89,37,472,904,747,18223,28,81,332,408,94,306,715,71,220,2408,298,2409,,195,235,4,7,1200,77,380,833,0,529,951,445,3,Q008,303,527,8,165,462,130,406,1200,7888,79,Yes,20134,728
Q030,4,133,28,2464,255,24,496,1616,343,60,40,10255,89,61,431,827,747,18807,28,1,536,293,133,301,773,68,120,2892,289,1446,,6,235,4,12,1200,87,352,812,0,612,1708,445,8,Q030,303,709,8,111,9,121,403,1200,8528,77,Yes,20711,1298
Q040,3,86,175,1415,541,250,350,1233,341,56,40,9289,89,74,779,648,747,17096,28,126,224,235,86,299,668,66,234,3231,282,1843,,249,235,4,17,1200,173,383,701,0,643,1085,445,14,Q040,303,784,8,22,5,130,397,1200,7710,69,Yes,18993,354
Q048,3,79,253,1756,455,24,401,1589,342,58,40,8419,89,22,243,868,747,16369,28,0,734,320,79,304,699,67,60,2229,285,2297,,6,235,,20,1200,203,530,457,0,408,1098,445,17,Q048,303,826,8,15,9,477,400,1200,7059,67,Yes,18273,665
Q050,3,102,113,1586,477,24,372,1058,342,57,40,8013,89,36,200,517,747,13573,28,1,270,169,102,392,706,67,167,1436,311,1378,,129,235,4,81,1200,134,242,470,0,359,604,445,77,Q050,303,545,8,52,6,109,399,1200,6668,217,Yes,15564,487
Q054,3,74,86,2071,14,24,478,1344,343,59,40,10212,89,54,228,669,747,17063,28,1,214,197,74,530,677,68,131,2055,356,1308,,16,235,4,174,1200,135,423,635,0,496,1084,445,171,Q054,303,771,8,59,7,93,403,1200,8998,101,Yes,19196,1001
Q055,3,78,114,1748,229,24,350,1128,342,58,40,8436,89,38,230,575,747,14907,28,95,146,203,78,252,572,67,145,2198,239,1319,,218,235,4,13,1200,137,283,272,0,268,1330,445,10,Q055,303,639,8,33,8,160,400,1200,7512,69,Yes,16759,783
Q072,3,105,141,1343,527,144,413,1259,342,54,40,9115,89,425,447,609,747,15522,28,1,140,237,105,499,578,68,236,1880,491,1820,,57,235,4,7,1200,93,274,436,0,238,815,445,4,Q072,303,523,8,127,389,108,397,1200,7618,71,Yes,17617,372
Q080,4,133,65,3355,497,36,391,1426,344,63,40,10306,89,85,263,787,747,22230,28,1,237,247,133,286,564,70,141,5471,248,1540,,7,235,4,38,1200,128,335,560,0,597,4381,445,34,Q080,303,591,8,101,13,104,407,1200,9102,68,Yes,24124,2398
Q082,3,87,233,2296,259,24,473,1684,343,58,40,9260,89,56,251,796,747,16699,28,1,445,287,87,286,750,67,102,2008,240,1365,128,178,235,4,45,1200,128,336,746,0,371,1000,445,42,Q082,303,674,8,49,5,90,400,1200,7480,200,Yes,18585,1153
Q086,3,78,32,1629,548,24,369,888,343,59,40,8692,89,31,102,431,747,14208,28,20,240,88,78,256,664,67,87,1407,243,1512,,7,235,4,14,1200,93,236,473,0,384,751,445,10,Q086,303,622,8,41,7,100,402,1200,7741,70,Yes,16066,572
