,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
X296,0,111,343,1633,515,269,476,1679,387,86,34,9757,65,220,431,820,671,18501,07,256,5,383,111,287,799,88,300,3559,262,1761,,18,265,2,24,1145,185,654,315,0,967,1109,466,24,X296,307,448,8,56,13,131,472,1145,8707,135,Yes,20404,462
X298,0,115,753,1818,704,284,476,1679,388,88,34,9711,65,580,519,820,671,18659,07,0,4,383,115,359,548,88,293,2738,341,2598,,19,266,2,18,1145,322,901,1193,0,36,824,466,18,X298,307,376,8,94,411,206,476,1145,7440,88,Yes,20639,898
X321,0,154,384,693,1329,1018,157,1441,386,76,34,11174,65,524,722,878,671,21603,07,0,2,400,154,313,222,86,221,2859,281,5283,6,18,265,2,33,1145,587,1908,284,0,17,131,466,32,X321,307,1835,8,170,3,208,461,1145,9882,71,Yes,23522,98
X334,0,97,325,963,604,574,362,1387,383,79,34,7907,65,423,604,718,671,15044,07,0,8,302,97,425,421,85,219,2512,387,2178,6,19,265,2,38,1145,228,588,499,0,10,771,466,38,X334,307,601,8,173,265,120,462,1145,6478,86,Yes,17076,169
X343,0,123,395,1744,669,471,349,1365,390,92,34,9467,65,573,563,715,671,20029,07,0,193,301,123,319,669,91,721,4599,299,2731,,18,266,2,20,1145,479,808,535,0,45,2645,466,20,X343,307,667,8,85,449,138,482,1145,7284,57,Yes,21975,702
X369,0,111,78,2141,566,23,330,1189,388,91,34,9772,65,529,494,600,671,18555,07,0,736,259,111,335,840,88,136,3006,317,2337,,18,266,2,18,1145,245,674,623,0,34,2132,466,18,X369,307,961,8,44,8,127,478,1145,7621,63,Yes,20512,929
X379,0,91,684,708,918,468,477,1689,385,76,34,9056,65,798,721,823,671,16351,07,0,5,384,91,333,233,86,276,1967,283,2841,6,19,265,2,51,1145,12,1147,309,0,18,63,466,50,X379,307,587,8,56,4,184,460,1145,7515,77,Yes,18289,102
X381,0,103,890,879,1085,23,567,2083,382,73,34,8679,65,920,676,1106,671,17412,07,0,2,405,103,324,304,84,669,1969,307,3699,6,31,263,2,17,1145,284,1454,1070,0,20,76,466,17,X381,307,892,8,197,4,263,454,1145,5699,89,Yes,19335,203
X385,0,150,299,2213,866,126,184,1054,389,93,34,10417,65,521,301,525,671,22130,07,0,543,345,150,325,840,89,30,6465,285,1831,,232,266,2,40,1145,239,376,132,0,939,4561,466,40,X385,307,449,8,57,9,130,482,1145,8844,56,Yes,24082,1000
X427,0,102,215,896,1017,172,357,3945,390,87,34,9078,65,536,1184,643,671,19871,07,0,5,305,102,288,285,91,103,2926,270,2925,2639,129,266,2,18,1145,244,773,642,0,36,1075,466,18,X427,307,975,8,206,10,149,477,1145,7395,59,Yes,21781,238
X473,0,109,556,842,584,119,283,1479,388,84,34,7542,65,516,649,920,671,16169,07,0,24,270,109,405,305,89,152,3528,380,2670,6,17,265,2,24,1145,188,619,246,0,34,1982,466,24,X473,307,1068,8,27,287,111,472,1145,6496,63,Yes,18190,164
X495,0,96,208,857,247,130,283,1479,385,78,34,6749,65,72,1286,920,671,12659,07,0,376,270,96,358,336,87,46,2203,341,1275,6,18,264,2,17,1145,175,474,253,0,223,182,466,17,X495,307,433,8,63,4,116,463,1145,5828,92,Yes,14625,148
X500,0,104,512,748,684,25,1028,1585,386,79,34,8852,65,550,418,414,671,14589,07,0,216,138,104,308,189,88,79,1324,271,1975,6,19,265,2,37,1145,132,435,212,0,46,190,466,37,X500,307,719,8,36,5,132,465,1145,7621,117,Yes,16506,187
X520,0,108,326,1091,1774,211,405,1833,395,96,34,9588,65,546,1287,963,671,20386,07,0,10,459,108,378,237,95,229,4039,313,3727,6,20,267,2,65,1145,273,777,363,0,544,1397,466,65,X520,307,1061,8,23,11,104,491,1145,8310,85,Yes,22400,482
X522,0,144,577,1078,1174,46,480,1995,389,87,34,13103,65,495,823,1104,671,22773,07,0,5,405,144,427,429,90,1786,2232,408,4222,6,34,265,2,19,1145,523,1526,785,0,47,216,466,19,X522,307,792,8,3,12,718,476,1145,9770,225,Yes,24821,276
X527,0,147,308,1251,1028,201,210,773,387,83,34,7874,65,100,764,72,671,15294,07,0,4,485,147,298,397,89,474,2493,278,2755,6,214,265,2,20,1145,170,431,410,0,34,1017,466,20,X527,307,894,8,115,8,394,470,1145,6471,83,Yes,17206,482
X547,0,150,429,972,971,435,203,766,390,88,34,9166,104,534,981,72,671,18318,07,151,20,485,150,296,332,91,310,4188,217,3075,6,310,265,2,79,1145,239,573,338,0,392,1562,466,78,X547,307,1427,8,67,11,94,478,1145,7487,99,Yes,20237,228
X548,0,174,887,1008,383,629,204,766,386,81,34,8469,168,78,551,72,671,14856,07,0,6,485,174,384,332,88,222,2860,364,1580,6,18,264,2,20,1145,182,472,198,0,34,576,466,20,X548,307,614,8,66,8,102,467,1145,7774,104,Yes,16851,201
X551,0,141,231,1130,921,497,298,1361,390,88,34,9409,65,657,280,735,671,15875,07,0,189,323,141,419,379,91,44,1955,373,1880,6,16,266,2,47,1145,145,402,339,0,41,760,466,47,X551,307,244,8,47,190,123,478,1145,8037,78,Yes,17917,379
X600,0,116,460,942,1245,730,480,1995,391,90,34,10901,65,551,897,1104,671,20380,07,135,13,405,116,344,368,92,373,4242,311,2183,6,204,266,97,33,1145,216,346,226,0,483,1321,466,33,X600,307,459,8,273,11,122,481,1145,9103,62,Yes,22350,202
X655,0,116,571,1134,1800,574,352,2054,393,93,34,11769,65,577,912,1203,671,22159,07,0,36,493,116,434,425,93,445,3938,320,3149,6,214,266,164,114,1145,185,354,364,0,308,1388,466,114,X655,307,690,8,16,12,294,486,1145,9812,141,Yes,24224,336
X670,0,110,271,1108,767,338,357,3945,388,85,34,7453,65,65,497,643,671,16897,07,0,12,305,110,329,362,90,217,2068,306,2214,2639,150,265,2,22,1145,140,397,324,0,55,767,466,22,X670,307,858,8,88,9,182,473,1145,6462,133,Yes,18843,373
X014,0,103,87,1899,315,127,507,1430,373,69,34,9086,65,115,271,634,671,16844,08,0,17,289,103,324,600,78,129,2788,307,1539,,216,261,2,17,1145,132,347,798,0,251,1920,466,17,X014,307,782,8,11,8,87,442,1145,7691,107,No,18755,926
X036,0,99,301,1929,503,141,579,1589,385,87,34,9537,65,82,278,847,671,16686,08,0,633,164,99,367,619,87,104,2043,308,1488,,264,265,2,60,1145,114,316,596,0,279,931,466,59,X036,307,562,8,71,8,98,472,1145,7659,125,Yes,18670,937
X048,0,107,107,1961,633,223,459,1575,388,91,34,10260,65,788,211,812,671,19047,08,0,184,305,107,337,817,89,78,3665,312,1479,,164,266,2,25,1145,140,249,615,0,805,2178,466,25,X048,307,456,8,44,9,132,479,1145,8299,86,Yes,21007,771
X062,0,102,150,2012,536,376,267,996,387,90,34,10241,65,536,368,612,671,17409,08,0,588,117,102,318,634,88,211,2574,300,1485,,182,266,2,18,1145,123,292,627,0,382,1175,466,18,X062,307,477,8,59,9,170,477,1145,7982,54,Yes,19349,1005
X069,0,119,301,2169,325,202,795,2235,386,89,34,8651,65,245,274,797,671,16774,08,0,411,227,119,290,656,88,386,2348,268,1252,416,234,265,2,21,1145,146,354,458,0,577,848,466,21,X069,307,452,8,19,8,113,475,1145,6842,54,Yes,18684,1140
X071,0,108,144,1384,401,196,218,686,373,65,34,7936,65,50,218,362,671,13414,08,0,231,106,108,349,486,78,167,1820,329,1479,,19,261,2,20,1145,48,148,361,0,352,863,466,19,X071,307,613,8,50,226,91,438,1145,6998,57,No,15345,526
X072,0,133,92,2352,396,22,252,1052,384,84,34,9844,65,557,319,552,671,18402,08,0,524,247,133,366,779,86,80,3496,306,1525,,19,265,2,60,1145,89,250,360,0,403,2571,466,60,X072,307,743,8,53,35,101,468,1145,8136,113,Yes,20381,1201
X075,0,99,131,1818,869,515,241,1225,388,90,34,11252,65,674,255,759,671,19091,08,0,223,225,99,284,902,88,234,2759,263,1938,,19,266,2,21,1145,158,347,721,0,633,1066,466,21,X075,307,614,8,213,7,101,478,1145,9110,56,Yes,20997,543
X093,0,133,110,3077,908,116,332,1441,385,87,34,12684,65,532,722,903,671,23915,08,0,829,206,133,398,869,87,147,4016,348,2564,,450,265,2,50,1145,325,543,516,0,925,1818,466,50,X093,307,992,8,57,9,111,472,1145,10039,111,Yes,25929,1836
X100,0,116,106,1859,557,23,250,1086,387,89,34,9657,65,57,448,580,671,17141,08,0,296,256,116,456,727,88,141,2536,311,1887,,211,266,2,145,1145,119,312,592,0,286,1554,466,145,X100,307,719,8,24,184,115,477,1145,8146,188,Yes,19219,760
X101,0,100,339,1409,775,102,276,1116,381,75,34,7685,65,46,306,600,671,13759,08,0,3,240,100,307,438,84,101,1342,279,2106,,252,264,2,28,1145,196,471,584,2,24,375,466,25,X101,307,720,8,3,5,136,456,1145,6584,109,Yes,15667,599
X107,0,97,262,1856,652,29,423,1458,386,88,34,9878,65,536,312,816,671,17906,08,0,557,219,97,448,661,87,231,2988,392,1628,,15,265,2,56,1145,138,395,170,1,708,1539,466,55,X107,307,448,8,60,9,123,474,1145,8255,53,Yes,19973,823
X119,0,99,103,1489,385,143,271,1114,382,81,34,9220,65,516,274,619,671,14902,08,0,122,224,99,340,626,84,205,1662,299,1319,,135,264,2,41,1145,133,224,556,0,346,664,466,41,X119,307,602,8,19,5,102,463,1145,7494,171,Yes,16850,490
X123,0,113,181,1593,661,665,480,1516,389,89,34,9824,65,508,539,794,671,18663,08,51,182,242,113,483,735,90,70,3469,299,2149,,241,266,2,184,1145,167,400,194,0,600,1266,466,183,X123,307,625,8,63,355,107,478,1145,8501,65,Yes,20769,485
X125,0,88,224,1772,853,67,327,1185,388,86,34,9765,65,506,388,623,671,17104,08,0,179,234,88,333,659,88,239,2125,289,2168,,202,266,2,44,1145,261,345,220,0,196,990,466,43,X125,307,593,8,138,245,132,473,1145,8179,100,Yes,19055,740
X130,0,97,192,2286,388,479,578,1957,388,90,34,10291,65,701,585,1052,671,19750,08,0,388,327,97,625,1068,88,124,3489,347,1630,,253,266,2,278,1145,154,441,1047,0,429,1649,466,278,X130,307,696,8,41,7,97,478,1145,7669,65,Yes,21998,846
X131,0,103,147,1685,840,162,238,1055,387,84,34,9587,65,503,513,510,671,16703,08,96,175,306,103,336,736,88,251,2526,292,1747,,19,265,2,44,1145,119,269,454,0,428,1062,466,44,X131,307,466,8,112,49,123,471,1145,8014,57,Yes,18655,577
X138,0,106,196,1883,404,342,329,1125,385,86,34,8795,65,520,210,624,671,15895,08,0,371,172,106,305,621,87,44,2532,279,1454,,19,265,2,26,1145,93,246,583,0,158,1532,466,25,X138,307,415,8,40,264,124,471,1145,6985,231,Yes,17816,890
X140,0,96,210,1772,580,417,326,1012,386,85,34,9953,65,546,301,535,671,17044,08,0,349,151,96,400,811,87,44,2646,381,1563,,18,265,2,19,1145,123,354,557,1,321,1274,466,17,X140,307,517,8,32,6,106,471,1145,8350,54,Yes,19059,588
X146,0,94,160,1505,577,39,210,1138,385,84,34,8762,65,104,313,659,671,14872,08,0,465,269,94,360,799,86,332,1669,273,1705,,18,265,2,87,1145,173,444,897,0,397,587,466,87,X146,307,559,8,26,5,119,469,1145,6684,234,Yes,16846,333
X152,0,100,130,1465,571,236,397,1360,385,86,34,9248,65,512,464,644,671,16422,08,0,318,319,100,320,656,86,99,2917,302,1334,,134,265,2,17,1145,86,225,558,0,340,1662,466,17,X152,307,432,8,32,20,85,471,1145,7442,150,Yes,18358,436
X182,0,100,107,1889,381,62,427,1204,384,83,34,8671,65,135,177,507,671,14586,08,0,265,270,100,314,607,86,185,1594,296,1128,,159,265,2,18,1145,84,248,165,0,371,791,466,18,X182,307,383,8,28,6,110,467,1145,7677,56,Yes,16511,909
X269,0,114,309,1502,863,353,157,871,387,81,34,7426,65,49,461,50,671,13907,08,0,193,595,114,399,620,88,97,2358,373,1636,69,50,265,2,26,1145,245,464,239,0,413,578,466,26,X269,307,144,8,29,6,158,468,1145,6674,94,Yes,15918,509
X282,0,112,504,1013,421,175,316,1206,384,78,34,7726,65,48,535,612,671,13726,08,0,5,272,112,285,256,86,201,2020,267,1649,6,16,264,2,18,1145,198,632,296,0,32,575,466,17,X282,307,332,8,314,15,248,462,1145,6766,77,Yes,15617,385
X293,0,105,378,931,751,271,242,869,386,82,34,7583,65,591,743,373,671,13932,08,1,5,248,105,331,341,88,50,2061,306,2383,6,19,264,2,25,1145,140,495,565,0,38,490,466,25,X293,307,735,8,52,9,393,468,1145,6190,109,Yes,15875,217
X295,0,109,321,1050,808,276,243,565,388,86,34,9623,65,505,941,80,671,16215,08,0,64,236,109,294,542,90,117,2733,276,2134,6,19,265,115,18,1145,160,506,449,0,41,994,466,18,X295,307,691,8,198,10,119,475,1145,8084,73,Yes,18128,136
X301,0,104,364,1558,1136,189,354,2014,388,86,34,11301,65,511,545,1110,671,20035,08,260,329,551,104,419,631,89,68,2528,378,2529,,13,266,2,41,1145,236,659,1157,1,399,535,466,40,X301,307,556,8,135,8,170,474,1145,8992,95,Yes,22073,555
X302,0,116,309,1627,738,249,223,1553,394,97,34,10327,65,708,838,702,671,19948,08,124,322,627,116,525,593,93,337,3942,306,2383,,198,267,2,220,1145,136,337,801,0,468,1817,466,220,X302,307,836,8,100,363,110,491,1145,7683,178,Yes,22109,661
X304,0,139,89,2753,361,187,276,1116,372,67,34,7958,65,51,293,600,671,17128,08,0,160,240,139,319,538,77,38,3831,301,1331,,19,261,2,17,1145,156,416,367,0,975,2130,466,17,X304,307,469,8,33,6,79,438,1145,7235,54,No,19029,1843
X305,0,137,330,1112,954,535,242,564,390,89,34,10537,65,547,392,80,671,18058,08,234,5,236,137,393,533,91,143,2738,371,2970,6,18,266,2,22,1145,204,599,733,0,48,996,466,22,X305,307,945,8,188,290,182,479,1145,8812,89,Yes,20075,206
X312,0,110,486,1198,730,173,242,564,387,84,34,7178,65,525,719,80,671,14325,08,0,5,236,110,451,522,89,204,2482,400,2792,6,19,264,2,50,1145,161,486,225,0,38,905,466,50,X312,307,950,8,126,488,139,471,1145,6003,69,Yes,16392,303
X332,0,147,512,891,1039,905,966,1845,387,84,34,7568,65,53,460,619,671,15733,08,0,4,255,147,419,277,89,329,2334,252,2947,6,15,265,2,167,1145,245,692,483,2,34,178,466,165,X332,307,725,8,170,306,185,471,1145,6422,91,Yes,17768,241
X333,0,93,99,2150,431,239,1116,2330,389,92,34,10629,65,92,556,752,671,20778,08,0,496,462,93,295,718,89,139,3635,268,1941,,219,266,2,28,1145,183,456,1343,0,706,1853,466,27,X333,307,712,8,19,254,87,481,1145,8264,54,Yes,22700,1059
X335,0,101,151,2014,915,32,1116,2330,392,95,34,10838,65,516,47,752,671,20145,08,0,292,462,101,323,720,91,125,1901,305,2962,,25,267,2,17,1145,302,1064,812,0,28,1341,466,17,X335,307,870,8,36,6,107,488,1145,8980,49,Yes,22100,921
X337,0,165,162,1880,44,89,480,1516,387,86,34,9544,65,534,472,794,671,17956,08,0,356,242,165,303,638,88,51,2421,278,2431,,19,265,2,25,1145,292,784,546,0,43,1363,466,25,X337,307,619,8,24,781,202,473,1145,7958,55,Yes,19877,869
X366,0,172,186,2329,690,985,501,1774,395,98,34,11052,65,133,503,825,671,27417,08,344,675,448,172,480,523,94,193,9240,400,2850,,31,267,2,79,1145,276,854,303,0,403,6542,466,79,X366,307,1114,8,139,13,179,493,1145,9517,60,Yes,29534,1434
X367,0,106,255,1764,754,266,316,1206,391,88,34,9528,65,583,525,612,671,17580,08,0,320,272,106,304,525,91,72,3136,273,1841,6,18,266,2,31,1145,400,469,566,0,426,1263,466,31,X367,307,312,8,99,204,102,480,1145,7728,141,Yes,19508,866
X371,0,107,269,1331,665,563,501,1774,387,84,34,10769,65,511,421,825,671,21221,08,0,7,448,107,323,431,87,290,4717,290,2523,,20,266,2,32,1145,251,730,693,0,1369,1844,466,32,X371,307,971,8,5,8,149,470,1145,9048,193,Yes,23158,528
X375,0,160,979,1901,1119,224,315,1196,395,97,34,9834,65,602,447,610,671,20425,08,0,8,271,160,386,604,94,283,3443,301,3891,,13,268,2,85,1145,191,629,208,0,44,1558,466,84,X375,307,1683,8,120,319,140,492,1145,8510,88,Yes,22447,924
X376,0,106,321,1387,803,28,242,564,390,88,34,8918,65,509,385,80,671,15562,08,0,6,236,106,335,522,91,185,2185,276,2402,6,18,265,2,58,1145,171,499,291,0,120,1159,466,58,X376,307,984,8,42,11,107,478,1145,7747,117,Yes,17519,493
X377,0,78,555,986,829,638,242,564,384,74,34,9834,65,716,708,80,671,16656,08,0,5,236,78,347,507,85,180,2104,318,3090,6,17,265,2,30,1145,13,1188,508,3,15,175,466,27,X377,307,808,8,244,2,262,458,1145,8094,68,Yes,18606,106
X405,0,116,426,935,600,158,242,869,387,84,34,8224,65,572,836,373,671,14151,08,24,9,248,116,336,290,89,118,2298,273,1709,6,83,264,67,63,1145,60,76,317,0,183,612,466,63,X405,307,883,8,102,10,140,471,1145,6838,119,Yes,16102,273
X424,0,105,98,2186,453,496,252,1114,392,92,34,11464,65,898,652,611,671,20375,08,0,12,251,105,450,1115,91,111,3383,302,2122,,19,267,2,148,1145,164,623,197,0,389,1584,466,147,X424,307,535,8,110,408,103,484,1145,10061,55,Yes,22453,698
X432,0,159,1201,1169,44,932,242,564,388,83,34,10832,65,362,880,80,671,18735,08,0,3,236,159,286,581,89,1345,3538,261,2473,6,15,266,2,25,1145,192,1397,557,0,21,311,466,25,X432,307,37,8,95,577,417,471,1145,8106,347,Yes,20637,216
X448,0,191,295,1884,494,127,238,1055,390,88,34,9723,65,67,732,510,671,17190,08,0,490,306,191,278,734,90,186,1866,255,2471,,15,266,2,24,1145,242,664,635,4,38,431,466,20,X448,307,569,8,66,584,160,478,1145,8024,240,Yes,19090,777
X452,0,202,328,757,610,415,242,564,388,85,34,9069,65,64,271,80,671,16379,08,0,4,236,202,495,187,90,157,3049,403,2739,6,20,265,2,91,1145,266,754,410,0,1483,285,466,91,X452,307,1226,8,183,10,138,474,1145,8139,90,Yes,18492,197
X467,0,113,235,1752,44,22,501,1774,384,81,34,9188,65,83,1492,825,671,18395,08,0,179,448,113,480,434,86,449,4017,297,1551,,13,264,2,183,1145,187,853,346,0,41,2041,466,182,X467,307,558,8,20,10,85,465,1145,7742,353,Yes,20485,946
X519,0,103,425,927,591,618,165,2598,388,85,34,9897,65,788,389,50,671,18228,08,156,30,303,103,326,333,89,168,2642,272,2062,2080,130,265,2,53,1145,211,647,263,0,37,807,466,53,X519,307,550,8,169,9,265,473,1145,8123,223,Yes,20171,221
X530,0,155,430,833,707,915,966,1852,389,89,34,8443,65,534,815,626,671,18168,08,0,6,255,155,401,221,91,321,4202,350,2681,6,19,265,2,51,1145,324,479,1159,0,44,1674,466,51,X530,307,816,8,125,351,329,478,1145,5900,378,Yes,20190,240
X537,0,105,455,738,44,136,165,2597,381,71,34,9156,65,558,823,50,671,19716,08,0,2,303,105,336,241,84,1565,1831,318,5290,2080,158,264,2,17,1145,341,1632,918,0,16,60,466,17,X537,307,1007,8,6,3,2605,453,1145,5836,112,Yes,21649,124
X540,0,122,573,1014,1927,227,242,565,400,104,34,10634,65,568,621,80,671,20566,08,0,39,236,122,503,283,98,261,3671,421,4561,6,23,268,286,82,1145,423,1224,250,1,377,1450,466,81,X540,307,1211,8,340,13,186,504,1145,8765,103,Yes,22718,359
X560,0,113,699,755,485,720,165,2597,394,90,34,11020,65,633,878,50,671,21254,08,0,253,303,113,414,259,93,711,3283,387,3486,2080,131,267,2,26,1145,152,1123,1134,1,15,820,466,26,X560,307,1594,8,294,3,282,484,1145,7809,53,Yes,23296,124
X650,0,145,327,990,998,465,626,2017,396,96,34,10888,199,591,781,1036,671,19637,08,116,6,348,145,348,290,95,428,3067,257,2529,6,189,267,2,91,1145,124,302,731,0,435,818,466,91,X650,307,934,8,109,178,116,492,1145,8777,56,Yes,21622,193
X002,0,174,1058,8406,44,103,381,1327,412,131,34,26821,65,980,1888,693,671,60554,09,0,2603,253,174,2166,2834,105,4138,12489,428,11337,,23,273,2,1738,1145,1246,4003,1720,1,354,7840,466,1737,X002,307,6124,8,304,20,1147,543,1145,16710,342,Yes,64407,5199
X004,0,123,589,3001,1236,463,507,2267,391,90,34,11334,65,574,618,1255,671,24385,09,0,689,504,123,405,923,91,532,4248,249,3412,,19,267,2,156,1145,156,530,668,0,836,1585,466,155,X004,307,932,8,100,290,425,481,1145,8684,67,Yes,26416,1706
X011,0,107,235,1996,504,94,405,1826,389,92,34,9914,65,531,440,1102,671,18734,09,0,189,319,107,294,912,89,132,2921,271,1970,,186,266,2,24,1145,116,292,608,0,245,1790,466,23,X011,307,924,8,124,175,75,481,1145,8082,60,Yes,20654,712
X022,0,102,219,1632,1044,584,249,1007,390,90,34,10785,65,518,812,531,671,18834,09,74,74,227,102,317,818,90,247,2957,286,2351,,178,266,2,31,1145,159,331,2450,0,454,655,466,31,X022,307,534,8,160,342,100,479,1145,7054,103,Yes,20775,441
X028,0,98,90,1756,618,102,239,1068,388,91,34,9383,65,102,222,596,671,16038,09,60,605,232,98,404,707,89,72,2001,373,1732,,19,266,2,31,1145,110,294,457,1,489,929,466,30,X028,307,730,8,13,7,84,480,1145,7929,184,Yes,18067,676
X035,0,114,331,1686,545,112,253,873,387,87,34,8836,65,59,174,480,671,14724,09,0,398,140,114,279,777,88,119,1578,252,1637,,19,266,2,26,1145,129,358,519,0,264,568,466,26,X035,307,592,8,55,6,137,474,1145,7572,93,Yes,16621,536
X042,0,102,150,2699,355,292,323,1295,392,96,34,12963,65,539,328,770,671,21656,09,0,1155,202,102,357,970,91,163,2616,334,1981,,19,267,2,22,1145,230,401,1293,0,417,1200,466,22,X042,307,789,8,68,325,110,487,1145,9670,55,Yes,23644,1356
X053,0,102,238,1771,536,280,418,1038,385,85,34,8488,65,66,216,446,671,14697,09,0,322,173,102,376,764,86,38,1809,302,1490,,18,265,2,73,1145,62,172,426,0,234,778,466,73,X053,307,684,8,56,4,94,470,1145,7500,61,Yes,16687,634
X055,0,113,139,2809,808,259,449,1205,387,89,34,10410,65,516,229,544,671,19678,09,0,228,213,113,287,888,88,49,2960,270,2181,,18,266,2,17,1145,127,304,958,0,461,1744,466,17,X055,307,832,8,45,146,92,477,1145,8495,100,Yes,21586,1548
X058,0,121,143,4002,837,363,550,1778,391,97,34,11698,65,589,631,928,671,25054,09,191,416,300,121,302,946,91,169,5250,283,2204,,285,267,2,19,1145,181,491,659,2,766,2975,466,17,X058,307,786,8,44,11,78,488,1145,9477,56,Yes,26988,2684
X063,0,103,211,1894,586,195,381,1326,388,91,34,9833,65,157,272,692,671,17074,09,0,388,253,103,439,638,89,336,2104,313,1813,,18,266,2,126,1145,114,346,620,0,457,856,466,126,X063,307,742,8,11,8,132,479,1145,8246,55,Yes,19137,884
X064,0,101,180,2129,642,224,225,1017,388,93,34,10147,65,529,225,574,671,17126,09,0,334,218,101,387,1099,89,104,1932,357,1800,,163,266,2,30,1145,69,238,1222,0,406,827,466,30,X064,307,599,8,139,175,147,481,1145,7492,163,Yes,19138,657
X070,0,96,221,1533,544,131,229,881,387,88,34,8831,65,518,359,447,671,14615,09,0,377,205,96,436,706,88,166,1759,344,1514,,116,266,2,91,1145,54,164,677,0,280,715,466,91,X070,307,642,8,55,93,71,475,1145,6865,56,Yes,16670,454
X073,0,104,111,2252,655,23,247,1215,388,89,34,9238,65,518,487,555,671,16895,09,0,366,412,104,557,850,88,39,1976,346,2110,,162,266,2,211,1145,158,268,391,0,411,786,466,211,X073,363,790,8,85,293,104,477,1145,7617,58,Yes,19073,973
X088,0,94,333,2208,789,25,205,938,391,93,34,12395,65,134,486,541,671,20629,09,0,282,193,94,280,771,90,143,2485,257,2509,,575,268,2,24,1145,309,925,477,0,24,1307,466,24,X088,468,625,8,20,69,100,484,1145,10679,84,Yes,22538,903
X109,0,109,205,1696,428,24,293,1137,386,88,34,8537,65,77,170,572,671,14994,09,0,630,272,109,277,737,87,191,1890,258,1624,,29,265,2,19,1145,96,258,476,0,394,1001,466,19,X109,307,723,8,49,132,82,474,1145,6972,112,Yes,16890,587
X110,0,112,154,2302,850,25,282,1097,388,90,34,10130,65,71,640,618,671,20501,09,185,751,197,112,337,757,88,102,4786,281,2075,,39,266,2,56,1145,164,494,672,0,741,2877,466,56,X110,387,653,8,87,9,70,477,1145,8328,78,Yes,22460,1093
X114,0,100,315,2030,438,262,221,926,387,90,34,9623,73,648,352,474,671,16402,09,0,199,231,100,285,649,88,259,2063,258,1660,,169,266,2,27,1145,213,260,942,0,26,895,466,27,X114,329,794,8,88,63,106,478,1145,7090,229,Yes,18309,978
X117,0,108,201,1818,565,342,417,1804,391,93,34,11760,65,529,428,963,671,19605,09,118,314,423,108,295,815,91,23,2496,266,1619,,19,267,2,29,1145,112,310,1070,0,355,939,466,29,X117,307,635,8,157,10,99,484,1145,9577,70,Yes,21529,631
X126,0,107,287,1995,683,223,335,1405,387,89,34,9296,65,100,635,759,671,17617,09,111,397,311,107,339,807,88,336,2882,310,1932,,183,266,2,29,1145,107,311,1000,0,434,1085,466,29,X126,307,831,8,93,27,80,476,1145,7135,50,Yes,19577,815
X128,0,102,520,1287,495,243,449,1205,385,80,34,7278,65,81,775,543,671,13840,09,0,18,213,102,258,508,86,314,2032,236,1936,,17,265,2,22,1145,195,612,1129,0,24,275,466,22,X128,307,373,8,46,268,188,464,1145,5615,56,Yes,15706,406
X132,0,139,161,2708,468,30,242,1369,391,97,34,12023,65,529,773,839,671,24034,09,0,55,288,139,314,800,91,243,5702,282,2094,,19,267,2,32,1145,147,386,818,0,902,3688,466,32,X132,307,811,8,70,347,82,488,1145,10191,96,Yes,25981,1535
X145,0,104,223,2282,424,249,305,1128,388,88,34,11127,65,625,468,583,671,19389,09,174,536,240,104,284,413,89,279,2793,254,1955,,106,266,2,29,1145,146,500,1089,0,520,1013,466,29,X145,307,601,8,228,334,95,477,1145,8142,121,Yes,21294,1496
X163,0,106,228,2167,608,106,329,1209,390,94,34,9927,65,518,431,588,671,17050,09,0,491,292,106,296,802,90,101,2141,279,1499,,19,267,2,18,1145,196,331,615,1,28,1152,466,16,X163,307,450,8,13,6,103,484,1145,8061,108,Yes,18975,992
X170,0,114,403,1657,44,135,796,2551,385,84,34,10252,65,150,42,1303,671,18637,09,0,461,452,114,279,711,86,307,2414,260,1650,,18,265,2,19,1145,452,824,268,0,57,1325,466,18,X170,307,692,8,21,5,84,469,1145,8972,52,Yes,20529,573
