,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
Q585,0,100,336,1224,677,21,182,1295,372,59,34,7156,65,46,22,62,671,13415,24,0,23,1045,100,194,367,78,984,1513,176,2128,6,47,261,3,18,1145,277,846,84,0,27,828,466,17,Q585,308,537,8,22,4,64,431,1145,5530,418,No,15185,484
Q600,0,111,334,1050,746,131,302,1114,385,78,34,9749,65,136,414,525,671,15486,24,61,3,282,111,280,443,87,546,1763,199,1699,6,109,264,86,80,1145,70,164,968,0,168,585,466,80,Q600,308,648,8,147,6,134,463,1145,7677,77,Yes,17374,235
Q610,0,91,235,1021,750,102,449,1395,381,71,34,7554,65,42,316,692,671,12827,24,44,22,249,91,274,478,84,251,1224,172,1542,6,74,264,59,102,1145,51,115,74,0,81,395,466,102,Q610,308,594,8,74,3,81,452,1145,6870,87,Yes,14698,171
Q744,0,99,413,606,22,414,201,2939,380,70,34,8576,65,922,331,73,671,16463,24,0,158,528,99,278,123,83,1402,1808,259,2434,2137,37,263,3,19,1145,188,928,687,0,24,438,466,19,Q744,308,525,8,236,499,461,451,1145,5098,33,Yes,18336,110
Q877,0,97,83,2907,22,124,244,2003,385,87,34,8370,65,58,246,524,671,17077,24,0,7,225,97,326,648,87,83,2219,300,1482,1010,18,265,3,26,1145,124,464,689,0,207,1435,466,26,Q877,308,893,8,68,9,93,472,1145,7352,91,Yes,19020,1887
Q020,0,102,98,1634,349,22,385,1072,384,84,34,8516,65,63,211,509,671,13905,25,58,419,178,102,280,842,85,88,1508,236,1073,,17,265,3,44,1145,69,144,339,0,252,798,466,44,Q020,308,496,8,19,4,81,468,1145,7513,54,Yes,15798,419
Q021,0,100,55,2426,287,20,213,785,381,79,34,8099,65,58,127,392,671,13878,25,0,221,180,100,275,608,83,79,1404,234,1065,,121,264,3,42,1145,83,174,256,0,169,949,466,41,Q021,308,518,8,7,5,81,460,1145,7300,54,Yes,15758,1445
Q022,0,97,54,1452,232,21,228,922,383,82,34,8827,65,104,202,499,671,13626,25,0,167,195,97,284,539,85,64,1250,262,1080,,17,265,3,22,1145,120,278,300,0,199,654,466,21,Q022,308,494,8,20,5,70,466,1145,8098,54,Yes,15520,540
Q024,0,97,112,1592,211,21,361,1111,382,82,34,8655,65,101,186,649,671,14145,25,118,425,102,97,462,731,84,54,1657,269,1032,,159,264,3,192,1145,101,256,437,0,410,710,466,192,Q024,308,477,8,19,8,81,465,1145,7403,55,Yes,16216,488
Q025,0,104,102,1367,579,21,306,1155,372,64,34,7605,65,58,470,614,671,13911,25,76,159,236,104,287,403,77,180,2206,240,1474,,17,261,3,46,1145,90,254,449,0,408,1039,466,46,Q025,308,422,8,27,143,76,435,1145,6655,56,No,15777,592
Q029,0,105,165,1935,256,20,312,1098,382,82,34,7959,65,83,234,569,671,14478,25,0,202,217,105,279,612,84,39,2258,244,1124,,17,264,3,35,1145,121,297,416,0,388,1330,466,35,Q029,308,489,8,17,6,75,463,1145,7108,73,Yes,16364,950
Q032,0,98,61,2280,210,21,275,935,370,64,34,7591,65,56,82,500,671,13519,25,95,367,159,98,309,508,76,50,1645,261,969,,16,261,3,48,1145,98,225,90,0,404,886,466,48,Q032,308,448,8,24,7,80,434,1145,6927,58,No,15407,1399
Q079,0,108,42,1834,197,21,330,1194,372,67,34,7447,65,87,38,657,671,13952,25,0,131,207,108,419,426,77,134,2380,269,988,,164,261,3,150,1145,101,234,179,0,399,1779,466,150,Q079,308,466,8,37,9,82,438,1145,6663,50,No,15953,1035
Q107,0,142,36,2463,191,21,246,1122,372,67,34,8752,65,56,202,614,671,18273,25,90,586,262,142,356,566,77,145,4753,239,1042,,164,261,3,117,1145,102,251,266,0,304,3997,466,117,Q107,308,519,8,66,8,73,438,1145,7386,80,No,20213,1524
Q120,0,89,72,2416,387,21,389,1237,381,79,34,8354,65,92,177,624,671,14446,25,0,257,224,89,326,732,83,78,1001,262,1350,,184,264,3,64,1145,86,249,397,0,262,384,466,64,Q120,308,639,8,19,5,69,460,1145,7269,54,Yes,16376,1312
Q129,0,103,39,1799,172,20,196,870,371,66,34,8007,65,60,196,467,671,13420,25,33,174,207,103,365,618,76,51,1704,238,938,,17,261,3,127,1145,132,222,130,0,275,1008,466,127,Q129,308,464,8,19,6,74,437,1145,7495,59,No,15366,808
Q130,0,123,72,2605,474,21,423,1920,372,66,34,9372,65,111,104,1010,671,18252,25,0,354,487,123,288,601,77,152,2133,265,2100,,17,261,3,23,1145,223,629,131,0,21,1691,466,23,Q130,308,908,8,19,8,82,437,1145,8545,40,No,20122,1632
Q154,0,105,77,1726,265,21,181,982,381,80,34,8123,65,67,260,601,671,14131,25,128,304,200,105,306,626,84,91,1785,263,1409,,213,264,3,43,1145,130,317,295,0,310,859,466,43,Q154,308,731,8,134,6,90,461,1145,6961,55,Yes,16043,728
Q163,0,97,78,1765,296,129,256,987,381,79,34,7896,65,62,342,625,671,14397,25,0,99,106,97,249,578,83,51,2399,232,1254,,16,264,3,17,1145,141,342,279,0,541,1166,466,17,Q163,308,516,8,17,5,95,460,1145,7308,60,Yes,16251,814
Q164,0,105,33,1754,542,21,773,1955,382,77,34,8508,65,64,394,890,671,15925,25,0,276,291,105,262,420,84,38,1867,228,1737,,203,264,3,34,1145,126,354,358,0,58,1236,466,34,Q164,308,721,8,17,34,86,459,1145,7491,57,Yes,17791,961
Q165,0,125,101,2681,268,20,588,1725,383,83,34,9507,65,79,398,811,671,23091,25,130,712,325,125,451,508,85,410,7714,245,1340,,202,265,3,206,1145,130,327,348,0,488,6445,466,205,Q165,308,641,8,105,9,94,466,1145,7548,100,Yes,25153,1801
Q169,0,129,127,1616,440,92,280,1127,372,66,34,8928,65,71,23,633,671,17272,25,0,399,214,129,265,541,77,293,3397,248,2074,,84,261,3,17,1145,205,515,552,0,661,2290,466,17,Q169,308,988,8,21,6,124,438,1145,7397,108,No,19119,703
Q184,0,103,37,1786,320,21,262,1265,371,65,34,7518,65,120,78,810,671,13613,25,0,218,193,103,252,500,76,59,1359,235,1583,,255,261,3,17,1145,154,417,335,0,21,1048,466,17,Q184,308,771,8,12,6,69,436,1145,6469,47,No,15446,913
Q185,0,94,209,1252,426,22,198,858,380,74,34,7437,65,525,374,488,671,12308,25,67,72,173,94,263,511,83,35,1504,235,1162,,99,264,3,28,1145,79,196,224,0,163,590,466,28,Q185,308,201,8,123,258,82,455,1145,6254,101,Yes,14171,369
Q189,0,102,191,1225,687,21,607,1484,384,80,34,8606,65,535,473,631,671,14937,25,17,169,246,102,465,781,85,34,1718,391,1802,,17,265,4,75,1145,115,288,485,0,280,622,466,74,Q189,308,656,8,115,6,166,464,1145,7136,111,Yes,17011,71
Q193,0,108,95,1796,374,20,472,1730,371,66,34,9721,65,70,298,954,671,17740,25,0,505,304,108,438,453,77,215,2632,236,1753,,17,261,3,203,1145,72,485,166,0,763,1384,466,203,Q193,308,796,8,16,8,90,437,1145,8666,64,No,19760,970
Q194,0,94,67,1395,565,135,231,955,371,62,34,6924,65,58,405,521,671,12357,25,0,138,203,94,317,386,77,36,1509,247,1480,,119,261,3,71,1145,79,188,101,0,209,614,466,70,Q194,308,348,8,17,306,73,433,1145,6370,83,No,14252,636
Q200,0,120,74,1487,344,273,259,1356,373,66,34,9505,65,84,298,748,671,17425,25,170,220,349,120,402,539,78,65,3198,232,1759,,249,262,3,169,1145,163,410,113,0,400,1820,466,169,Q200,308,804,8,21,95,105,439,1145,8693,56,No,19410,575
Q201,0,110,169,2379,724,21,281,1386,386,87,34,11219,65,90,365,853,671,20995,25,0,365,253,110,318,795,87,122,3841,246,2061,,270,266,3,72,1145,173,408,761,0,453,2659,466,72,Q201,308,817,8,151,14,98,473,1145,9355,102,Yes,22931,1211
Q209,0,103,38,2921,279,20,220,935,371,66,34,7807,65,61,264,530,671,15144,25,0,166,186,103,312,405,77,136,2278,261,1099,,16,261,3,51,1145,113,322,156,0,312,1530,466,51,Q209,308,409,8,37,9,81,438,1145,7148,84,No,17037,2143
Q214,0,114,146,2390,402,21,356,1790,384,84,34,8509,65,107,354,1063,671,16559,25,0,517,371,114,263,1002,86,257,1726,242,2029,,17,265,3,20,1145,208,499,467,0,37,960,466,20,Q214,308,1028,8,39,7,95,468,1145,7050,53,Yes,18434,1016
Q219,0,145,52,2763,268,28,439,1614,385,85,34,10525,65,74,251,821,671,19021,25,133,377,354,145,290,625,87,108,2795,246,1179,,248,265,3,44,1145,133,340,193,0,607,1591,466,44,Q219,308,465,8,23,12,95,471,1145,9429,70,Yes,20926,1765
Q237,0,109,173,1581,459,46,260,789,385,83,34,8149,65,573,288,347,671,14747,25,70,150,181,109,365,571,87,163,2619,240,1500,,115,265,3,125,1145,98,192,247,0,310,1632,466,124,Q237,308,423,8,32,353,73,468,1145,6750,117,Yes,16724,638
Q242,0,101,202,2915,447,21,255,1219,373,70,34,10986,65,192,127,603,671,20100,25,0,288,361,101,293,721,78,172,2874,275,2004,,17,262,3,18,1145,222,517,174,0,29,2273,466,18,Q242,308,925,8,16,11,104,443,1145,10049,75,No,21979,1822
Q244,0,91,260,2248,22,21,256,1517,379,77,34,8527,65,320,106,761,671,14456,25,0,829,501,91,303,1140,82,150,1279,234,793,,16,264,3,69,1145,310,476,255,0,16,565,466,69,Q244,308,207,8,17,4,85,456,1145,6788,149,Yes,16359,736
Q250,0,115,106,1615,169,21,305,1299,384,81,34,9212,65,514,488,674,671,16463,25,248,3,321,115,319,768,86,118,2530,256,1691,,18,264,3,63,1145,243,554,246,0,31,1393,466,62,Q250,308,531,8,187,354,83,464,1145,8034,89,Yes,18390,475
Q252,0,99,193,795,477,25,306,1310,373,61,34,7057,65,61,391,677,671,11921,25,0,2,322,99,289,245,78,131,1350,271,1310,6,16,261,3,18,1145,137,362,163,0,272,333,466,18,Q252,308,366,8,46,5,100,434,1145,6556,80,No,13788,177
Q263,0,129,356,933,222,307,608,1494,385,80,34,9400,65,559,432,634,671,14985,25,0,1,246,129,403,465,86,488,1395,386,1634,6,18,265,3,18,1145,270,505,950,0,7,23,466,18,Q263,308,786,8,106,1,119,465,1145,7211,63,Yes,16998,96
Q281,0,95,263,808,505,61,262,799,380,71,34,6865,65,78,449,350,671,11472,25,0,4,182,95,290,308,83,189,1339,265,1565,6,17,263,3,25,1145,173,371,261,0,19,373,466,25,Q281,308,578,8,11,5,106,451,1145,6216,86,Yes,13357,128
Q285,0,112,142,896,611,103,307,1165,374,64,34,6809,65,87,511,616,671,12338,25,0,4,237,112,304,251,79,178,1737,284,1619,6,50,261,3,20,1145,135,391,182,0,31,814,466,20,Q285,308,513,8,77,9,95,438,1145,6173,54,No,14224,272
Q294,0,109,150,2008,494,698,280,1127,373,65,34,8350,65,73,430,633,671,16182,25,0,18,214,109,421,415,78,176,2662,233,1927,,21,261,3,189,1145,202,629,177,0,32,1150,466,188,Q294,308,679,8,60,14,110,438,1145,7762,60,No,18186,1220
Q425,0,98,241,881,572,162,284,839,383,76,34,7390,65,531,411,402,671,11976,25,0,16,148,98,247,315,85,74,1465,183,1303,6,114,263,60,64,1145,58,67,109,0,102,491,466,64,Q425,308,579,8,73,5,80,459,1145,6332,80,Yes,13826,194
Q460,0,96,293,860,516,145,306,930,383,78,34,8255,65,527,661,475,671,13118,25,27,26,143,96,267,264,86,59,1714,200,1264,6,133,264,58,67,1145,56,74,530,0,84,448,466,67,Q460,308,560,8,240,5,108,461,1145,6590,92,Yes,14991,223
Q499,0,115,99,3014,382,20,621,2192,370,57,34,7540,65,56,286,859,671,15962,25,0,342,712,115,260,925,75,63,1703,241,1400,,52,261,3,19,1145,162,428,183,0,14,1120,466,19,Q499,308,503,8,73,5,82,427,1145,6712,55,No,17793,1716
Q525,0,87,184,800,747,22,312,976,369,54,34,7174,65,420,328,606,671,11633,25,73,3,53,87,342,248,76,79,854,164,1743,6,132,260,107,178,1145,80,201,65,0,6,161,466,178,Q525,308,716,8,26,2,77,423,1145,6253,90,No,13542,179
Q540,0,164,177,646,857,723,567,2075,383,75,34,8912,65,508,936,1148,671,16290,25,0,417,355,164,458,152,86,303,2154,286,2338,6,17,264,3,172,1145,211,573,447,0,18,89,466,172,Q540,308,685,8,51,4,219,458,1145,7064,103,Yes,18350,121
Q670,0,119,336,739,534,264,174,2860,374,65,34,6733,65,56,764,511,671,14130,25,0,4,146,119,219,204,80,167,2029,192,1650,2029,172,260,143,27,1145,117,318,77,0,32,517,466,27,Q670,308,698,8,79,9,90,439,1145,5967,68,No,15932,162
Q792,0,94,232,674,915,853,209,2931,373,61,34,7630,65,58,694,652,671,16546,25,0,1,190,94,288,138,78,199,1943,266,3274,1880,17,261,3,22,1145,34,1182,513,0,23,106,466,22,Q792,308,818,8,225,6,353,433,1145,6547,67,No,18411,163
Q018,0,91,102,2041,180,27,469,1389,370,63,34,7201,65,46,105,693,671,13463,26,0,327,227,91,299,643,76,27,1496,275,1245,,16,261,3,23,1145,147,390,155,0,47,1067,466,23,Q018,308,587,8,15,4,84,433,1145,6516,95,No,15338,1025
Q026,0,112,71,1618,289,27,415,1445,372,67,34,8486,65,51,252,787,671,15333,26,0,204,244,112,280,483,77,48,2269,238,1403,,17,261,3,42,1145,132,367,159,0,628,1158,466,42,Q026,308,655,8,22,9,82,438,1145,7891,91,No,17195,762
Q031,0,117,294,1479,338,28,321,1291,370,62,34,8103,65,69,126,678,671,14327,26,0,304,293,117,415,572,75,38,1818,275,1520,,17,261,3,140,1145,40,395,119,0,166,1164,466,140,Q031,308,694,8,23,4,88,432,1145,7445,86,No,16319,535
Q041,0,108,100,1832,323,292,303,1440,371,64,34,7976,65,48,119,921,671,16086,26,0,2,216,108,302,543,76,93,3307,279,1423,,17,261,3,23,1145,162,441,180,0,487,2147,466,23,Q041,308,573,8,15,5,81,435,1145,7505,114,No,17968,916
Q046,0,220,241,2949,350,27,261,1228,375,74,34,9008,65,57,194,692,671,25174,26,0,14,274,220,356,601,80,168,9741,303,2029,,257,262,3,53,1145,152,448,112,0,851,8276,466,53,Q046,308,779,8,234,328,124,449,1145,8084,79,No,27124,1975
Q067,0,103,178,1635,549,27,183,1089,370,59,34,6344,65,38,199,650,671,12060,26,109,69,256,103,298,423,76,62,1570,263,1320,,143,260,3,35,1145,96,248,213,0,417,543,466,35,Q067,308,391,8,32,6,126,429,1145,5728,56,No,13932,840
Q074,0,106,208,1335,459,27,433,1409,371,62,34,7759,65,68,331,667,671,14913,26,89,70,309,106,396,470,77,123,3010,223,1294,,151,261,3,173,1145,88,229,138,0,432,1835,466,173,Q074,308,506,8,6,7,92,433,1145,7133,66,No,16887,492
Q094,0,119,118,1305,22,27,288,1548,371,65,34,7695,65,41,120,603,671,13665,26,0,3,170,119,279,472,76,178,1682,234,1317,487,16,261,3,45,1145,185,529,134,0,52,1180,466,44,Q094,308,690,8,34,8,68,435,1145,7198,89,No,15524,460
Q098,0,92,48,1742,22,27,495,2151,371,63,34,8845,65,46,709,1386,671,17700,26,0,4,271,92,547,332,76,39,2935,277,1936,,18,261,3,270,1145,305,957,101,0,307,1538,466,270,Q098,308,839,8,23,6,111,434,1145,8541,71,No,19825,1037
Q115,0,121,122,2203,320,27,660,1688,371,65,34,9049,65,54,218,775,671,17672,26,147,327,253,121,258,549,77,97,3223,234,1388,,17,261,3,25,1145,130,383,154,0,728,1851,466,24,Q115,308,612,8,15,5,68,437,1145,8288,94,No,19512,1282
Q133,0,119,81,1789,236,27,205,1248,373,69,34,10114,65,56,325,830,671,17847,26,0,491,212,119,535,474,78,55,3062,290,1515,,303,261,3,245,1145,141,458,412,0,382,2104,466,245,Q133,308,701,8,18,8,113,441,1145,8723,54,No,19968,943
Q158,0,104,64,1211,456,30,329,1044,371,61,34,7146,65,43,167,552,671,12428,26,0,2,163,104,353,447,77,143,1613,221,1310,,46,261,3,132,1145,69,194,134,0,396,887,466,131,Q158,308,444,8,4,144,71,432,1145,6706,66,No,14358,392
Q159,0,98,32,1732,311,27,188,1232,371,66,34,8262,65,45,171,790,671,15799,26,0,278,253,98,458,528,77,57,3011,284,1465,,17,261,3,174,1145,145,397,94,0,618,2018,466,174,Q159,308,668,8,43,6,83,437,1145,7671,53,No,17839,831
Q162,0,90,88,1294,22,27,374,1280,370,63,34,6976,65,39,101,587,671,11785,26,0,2,319,90,303,563,75,26,1172,275,973,,239,261,3,27,1145,95,310,101,0,253,609,466,27,Q162,308,557,8,18,3,81,432,1145,6486,62,No,13664,358
Q172,0,96,93,1400,553,27,287,1193,371,62,34,7264,65,45,298,661,671,12973,26,86,2,245,96,404,539,77,74,1556,223,1464,,119,261,3,182,1145,91,238,273,0,417,544,466,182,Q172,308,552,8,98,6,114,433,1145,6613,38,No,14956,488
Q173,0,96,115,1865,205,36,254,918,370,63,34,7462,65,43,107,487,671,12832,26,0,241,177,96,325,600,76,34,1493,277,998,,17,261,3,47,1145,92,233,144,0,283,861,466,47,Q173,308,454,8,119,5,101,433,1145,6784,78,No,14735,892
Q178,0,91,59,1271,329,27,508,1565,370,58,34,7047,65,53,646,851,671,14598,26,0,221,205,91,291,502,75,34,3144,259,1480,,233,261,3,32,1145,163,411,203,0,452,1797,466,31,Q178,308,664,8,30,5,70,428,1145,6212,56,No,16460,397
Q186,0,176,108,2999,440,27,352,1637,377,73,34,8354,65,103,528,852,671,29444,26,0,291,432,176,359,466,80,199,13899,299,2379,,17,264,3,60,1145,220,574,445,0,585,12432,466,60,Q186,308,891,8,28,15,459,450,1145,7214,55,No,31398,2160
Q188,0,106,78,1855,315,27,360,2141,370,62,34,7371,65,43,85,970,671,14670,26,0,256,149,106,298,455,76,42,1753,274,1445,663,17,261,3,23,1145,136,358,105,0,138,1290,466,23,Q188,308,653,8,18,3,116,432,1145,6784,104,No,16545,1028
Q191,0,94,164,1642,22,27,1111,2426,370,64,34,7690,65,44,188,986,671,14404,26,0,255,329,94,302,550,76,94,1318,279,1234,,16,261,3,23,1145,211,526,97,0,49,679,466,23,Q191,308,590,8,20,5,91,434,1145,6958,203,No,16285,720
Q203,0,99,124,1701,378,27,298,1035,370,64,34,7121,65,51,181,545,671,13417,26,0,283,192,99,253,560,76,37,2218,231,1244,,17,261,3,23,1145,107,283,151,0,469,1311,466,22,Q203,308,507,8,22,5,70,434,1145,6471,86,No,15249,768
Q205,0,104,195,1244,22,27,228,1480,371,65,34,7828,65,102,111,857,671,15101,26,0,141,396,104,533,402,77,345,2968,234,1477,,25,261,3,299,1145,239,617,670,0,955,1443,466,298,Q205,308,665,8,10,5,168,436,1145,6434,97,No,17215,469
Q213,0,131,248,1955,356,27,262,1349,371,65,34,8939,65,47,329,755,671,17006,26,0,756,331,131,367,537,76,25,3051,280,1581,,16,261,3,87,1145,166,426,102,0,508,1772,466,87,Q213,308,696,8,15,5,98,436,1145,7899,75,No,18953,1045
Q216,0,91,56,1101,410,27,349,1094,370,60,34,6803,65,42,232,553,671,11536,26,0,62,192,91,271,391,76,127,1348,242,1098,,109,261,3,29,1145,77,179,369,0,303,653,466,29,Q216,308,348,8,19,98,63,431,1145,5992,79,No,13382,338
Q221,0,110,90,2233,228,27,225,1110,371,65,34,7030,65,42,341,680,671,14125,26,0,125,205,110,470,514,76,23,2491,282,1150,,210,261,3,189,1145,129,321,92,0,268,1635,466,188,Q221,308,524,8,25,6,71,436,1145,6450,60,No,16175,1346
Q266,0,124,80,2687,251,27,493,1716,372,62,34,8195,65,54,206,789,671,16491,26,142,190,433,124,304,443,77,59,2437,271,1333,,189,261,3,34,1145,115,297,324,0,525,1341,466,34,Q266,308,671,8,18,6,108,434,1145,7308,50,No,18374,1871
Q415,0,96,232,799,440,131,216,735,372,61,34,6573,96,39,362,357,671,10636,26,0,4,157,96,235,209,78,74,1266,181,1167,6,85,260,56,54,1145,60,68,79,0,148,333,466,54,Q415,308,573,8,58,7,79,432,1145,6114,64,No,12448,186
Q430,0,106,186,1028,353,43,232,758,372,62,34,7000,116,41,481,382,671,11425,26,20,70,138,106,351,296,78,164,1559,274,974,6,108,260,75,77,1145,30,59,145,0,136,663,466,77,Q430,308,476,8,99,6,80,434,1145,6222,77,No,13355,309
Q435,0,99,205,793,520,98,273,1019,372,61,34,6267,98,49,412,556,671,11121,26,36,29,185,99,335,146,78,60,1479,289,1463,6,68,260,96,46,1145,39,95,103,0,174,516,466,45,Q435,308,755,8,81,6,87,433,1145,5692,88,No,13034,241
Q495,0,98,162,954,518,83,182,797,372,61,34,6268,99,41,664,485,671,11183,26,26,3,124,98,255,309,78,163,1683,181,1383,6,126,260,66,74,1145,44,71,95,0,157,547,466,74,Q495,308,711,8,75,6,77,432,1145,5634,66,No,13014,238
Q566,0,102,265,1128,507,32,545,1758,373,62,34,6500,65,45,341,789,671,13354,26,72,6,418,102,357,389,79,107,2246,331,1621,6,43,260,85,26,1145,65,178,110,1,214,1256,466,24,Q566,308,846,8,65,7,83,435,1145,5960,79,No,15290,366
Q042,0,110,152,2079,116,53,247,1382,389,87,34,11582,65,519,255,778,671,18666,27,107,471,357,110,297,695,89,261,2445,282,1068,,360,266,3,15,1145,120,335,605,0,307,1451,466,15,Q042,308,349,8,42,180,87,476,1145,9265,57,Yes,20584,1011
Q043,0,113,90,1769,557,160,355,1343,385,81,34,9240,65,510,282,728,671,16600,27,68,396,260,113,272,773,87,129,2871,255,1264,,106,265,3,18,1145,71,169,466,0,691,1508,466,18,Q043,308,253,8,79,195,90,467,1145,7471,79,Yes,18483,623
Q045,0,101,98,2112,746,544,213,1259,385,83,34,9246,65,51,322,883,671,17957,27,0,313,162,101,341,672,86,52,3195,277,2044,,17,265,3,64,1145,166,460,549,0,554,1511,466,64,Q045,308,751,8,112,5,82,468,1145,8013,136,Yes,19911,1068
Q047,0,123,87,1642,674,22,308,1123,373,65,34,8928,65,52,541,545,671,19305,27,389,406,269,123,299,535,78,229,5149,279,2340,,16,261,3,20,1145,195,859,163,0,721,3195,466,19,Q047,308,719,8,31,8,80,437,1145,7884,144,No,21186,735
Q051,0,101,110,1420,22,22,322,1121,381,78,34,9575,65,74,22,515,671,16321,27,0,393,284,101,307,527,83,96,2624,278,1480,,16,264,3,29,1145,279,722,908,0,15,2176,466,29,Q051,308,644,8,14,3,88,458,1145,7987,86,Yes,18231,521
Q053,0,128,130,1740,1103,349,502,1972,390,91,34,10050,65,765,528,954,671,19314,27,0,380,516,128,359,638,91,138,2875,240,2550,,18,266,3,119,1145,159,391,317,0,368,1340,466,119,Q053,308,653,8,99,268,136,481,1145,8251,80,Yes,21299,729
Q056,0,111,92,1750,440,22,329,1108,383,84,34,8233,65,46,157,628,671,16022,27,0,5,151,111,340,778,85,97,2956,296,1863,,17,264,3,44,1145,187,509,183,0,831,1667,466,44,Q056,308,816,8,20,6,91,467,1145,7737,126,Yes,17973,600
Q060,0,79,75,1938,407,26,238,845,383,82,34,7762,65,44,100,482,671,13299,27,0,99,126,79,300,579,85,39,1503,278,1173,,17,264,3,22,1145,67,174,222,0,270,963,466,22,Q060,308,486,8,46,5,101,465,1145,7105,186,Yes,15208,987
Q062,0,88,49,1371,527,143,240,951,382,78,34,7084,65,41,156,527,671,12066,27,0,46,185,88,323,618,84,82,1126,294,1445,,142,265,3,30,1145,100,219,231,0,143,536,466,29,Q062,308,587,8,16,12,100,460,1145,6466,56,Yes,13995,381
Q063,0,104,56,2076,393,48,270,853,383,83,34,7940,65,46,242,433,671,14053,27,0,50,150,104,362,567,85,206,2056,268,1023,,109,264,3,94,1145,64,167,274,0,298,1349,466,94,Q063,308,388,8,65,6,69,467,1145,7132,55,Yes,16027,1137
Q064,0,89,78,1329,255,161,346,1142,382,79,34,7685,65,40,226,560,671,12982,27,0,58,236,89,291,644,84,27,1642,273,1094,,213,264,3,18,1145,128,320,570,0,287,763,466,18,Q064,308,442,8,14,3,74,461,1145,6682,78,Yes,14878,313
Q065,0,111,77,2194,348,83,369,3949,385,86,34,9290,65,51,20,686,671,19713,27,0,126,263,111,489,729,86,105,2746,272,1424,2631,17,265,3,217,1145,167,404,462,0,668,1730,466,217,Q065,308,594,8,9,9,68,471,1145,8427,90,Yes,21818,1093
Q066,0,109,418,1482,338,110,207,665,384,84,34,8764,65,56,213,336,671,14704,27,0,202,123,109,383,651,85,361,2191,285,1492,,247,265,3,98,1145,173,423,360,0,26,1251,466,98,Q066,308,625,8,14,7,98,468,1145,7467,54,Yes,16699,458
Q090,0,118,113,2226,403,62,426,1126,383,84,34,8938,65,47,167,537,671,15598,27,0,236,162,118,318,541,85,120,2039,286,1151,,17,264,3,32,1145,82,246,291,0,363,1252,466,32,Q090,308,424,8,22,8,70,467,1145,8147,55,Yes,17527,1313
Q096,0,88,192,1460,504,22,399,1152,382,78,34,9257,65,60,379,610,671,15823,27,0,461,143,88,279,565,84,188,1965,259,1901,,17,264,3,19,1145,213,632,153,0,18,1141,466,19,Q096,308,574,8,14,4,186,460,1145,8171,190,Yes,17706,522
Q097,0,95,60,1742,248,82,295,1091,386,85,34,9176,65,51,329,630,671,15001,27,0,140,167,95,299,618,86,45,1819,280,1078,,17,265,3,18,1145,113,293,567,0,109,1126,466,18,Q097,308,453,8,14,6,77,471,1145,8268,71,Yes,16915,751
Q100,0,110,79,1899,373,22,204,855,387,88,34,9028,65,501,124,411,671,15170,27,0,3,240,110,287,623,88,91,2102,268,1176,,145,266,3,19,1145,83,218,445,0,355,1438,466,19,Q100,308,506,8,11,6,72,475,1145,7773,56,Yes,17076,904
Q104,0,122,67,2457,546,88,454,1489,387,87,34,9976,65,506,206,750,671,19037,27,0,505,285,122,320,762,87,91,3456,289,1537,,17,266,3,30,1145,127,339,136,0,615,2351,466,30,Q104,308,563,8,35,7,82,474,1145,8612,72,Yes,20975,1322
Q105,0,115,58,1644,434,167,345,1074,386,82,34,10619,65,516,187,520,671,16897,27,0,473,210,115,293,736,87,28,1966,274,1479,,390,266,3,19,1145,101,259,498,0,329,1123,466,19,Q105,308,431,8,119,279,76,468,1145,8536,56,Yes,18802,535
Q106,0,102,70,2235,523,536,512,1677,392,95,34,10407,65,65,808,875,671,20148,27,0,380,289,102,320,619,91,89,4047,296,1680,,18,267,3,25,1145,245,645,1019,0,305,2083,466,24,Q106,308,411,8,40,8,95,487,1145,8696,98,Yes,22100,1243
Q108,0,101,140,1612,421,24,301,950,382,79,34,7201,65,41,127,442,671,12266,27,0,79,207,101,424,523,84,101,1249,298,1154,,17,264,3,126,1145,72,158,294,0,158,728,466,125,Q108,308,441,8,19,5,129,461,1145,6501,145,Yes,14295,716
