DBN,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation,Name,schoolyear,fl_percent,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,poverty_level,elementary_school,middle_school,high_school
K002,6,205,307,1504,443,250,839,2622,373,81,34,10893,83,381,526,1304,21012,17,192.0,237,478,205,400,737,73,199,3986,246,1803,0.0,7,265,0,154,232,544,630,1,514,1966,147,K002,392,605,20,15,196,453,9365,56,1.0,23205,292,M S 002,2011,,96.0,403.0,13.2,17.4,3.2,84.6,9.4,2.0,55.3,44.7,91.2550066756,0,1,0
K006,2,182,66,1763,580,227,508,1432,371,84,34,9753,83,390,236,669,17082,17,0.0,347,256,182,319,633,72,143,2555,299,1397,0.0,205,264,0,20,122,315,511,1,104,1801,17,K006,359,410,15,7,85,454,8082,60,1.0,19194,689,PS 006,2011,,94.2,664.0,14.5,15.5,1.1,78.6,18.5,1.8,48.9,51.1,83.91188251,1,0,0
K012,2,282,277,2053,93,148,1008,2359,371,82,34,13896,83,242,191,969,25089,17,0.0,783,381,282,496,931,71,343,5107,289,1393,0.0,7,266,0,207,328,777,1687,1,1600,2563,204,K012,307,367,28,5,150,453,10635,170,1.0,27377,732,PS 012,2011,,96.7,267.0,4.5,9.7,0.7,80.1,16.9,1.1,52.8,47.2,93.1909212283,1,0,0
K022,2,237,171,2792,300,216,575,1903,372,85,34,10805,83,385,251,932,21050,17,34.0,782,395,237,261,826,73,83,3914,238,1400,0.0,0,265,0,22,281,389,686,1,317,2644,20,K022,371,575,208,16,121,458,8553,108,1.0,23107,1513,PS 022,2011,,99.8,518.0,13.3,19.5,6.8,63.1,26.8,1.2,53.5,46.5,99.4659546061,1,0,0
K061,2,125,212,1144,386,163,391,1281,369,75,34,8813,83,139,239,562,14368,17,15.0,134,329,125,249,363,71,68,2007,235,997,0.0,124,264,0,14,134,199,267,1,161,1083,11,K061,337,315,236,7,91,444,7787,57,1.0,16399,362,M S 061 GLADSTONE H. ATWELL,2011,,81.4,1127.0,4.3,11.6,0.5,92.7,5.3,0.9,48.9,51.1,46.5287049399,0,1,0
K091,2,231,107,2728,11,394,178,700,374,89,34,10547,83,130,416,515,19060,17,0.0,561,7,231,446,810,75,60,3815,320,1039,0.0,12,265,0,127,122,410,372,1,530,2247,124,K091,372,293,9,208,118,463,9335,66,1.0,21308,1463,PS 091 THE ALBANY AVE. SCHOOL,2011,,99.4,737.0,7.6,22.3,0.0,93.4,5.4,0.8,55.6,44.4,98.7316421896,1,0,0
K092,2,227,136,1477,769,75,527,1526,369,80,34,9697,83,145,423,715,16693,17,128.0,280,284,227,470,735,70,70,2057,287,1710,0.0,218,265,0,183,262,364,588,1,181,851,180,K092,307,478,108,6,93,450,8222,67,1.0,18952,352,PS 092 ADRIAN HEGEMAN,2011,,99.2,608.0,13.3,8.1,4.9,79.8,14.8,0.3,50.7,49.3,98.3978638184,1,0,0
K138,2,215,236,1519,366,245,401,1295,369,76,34,9414,83,117,191,643,15516,17,0.0,328,251,215,327,616,71,81,2159,235,913,0.0,131,264,0,92,208,233,366,1,254,1025,89,K138,369,217,36,6,91,445,8301,55,1.0,17626,451,PS 138 BROOKLYN,2011,,98.3,980.0,6.1,11.5,0.7,90.2,5.8,3.2,51.2,48.8,96.9959946595,1,1,0
K161,2,156,107,1265,193,56,271,980,369,76,34,8441,83,126,109,500,13209,17,0.0,558,208,156,292,534,71,38,1373,277,995,0.0,158,264,0,15,102,262,469,1,366,633,12,K161,307,303,25,138,98,445,6987,81,1.0,15285,341,PS 161 THE CROWN,2011,,86.2,866.0,3.0,10.7,8.0,77.6,10.4,2.0,48.0,52.0,58.8117489987,1,1,0
K167,2,232,132,1834,339,23,325,1674,371,84,34,10316,83,134,527,939,18918,17,0.0,321,411,232,283,613,72,119,3363,276,1498,0.0,6,264,0,7,157,385,529,1,745,1779,4,K167,307,654,45,19,102,455,9097,65,1.0,20994,832,PS 167 THE PARKWAY,2011,,97.3,502.0,6.2,15.7,0.6,87.1,11.2,1.2,50.2,49.8,94.6595460614,1,0,0
K181,2,183,120,1668,404,153,396,1183,369,76,34,8828,83,122,242,584,15199,17,0.0,277,204,183,286,660,71,42,2336,238,1002,0.0,105,264,0,48,76,187,247,1,277,1467,45,K181,353,321,53,7,83,445,7915,67,1.0,17269,571,PS 181 BROOKLYN,2011,,82.3,1202.0,9.9,12.3,0.7,86.2,10.6,1.7,49.7,50.3,48.7983978638,1,1,0
K189,2,153,351,1434,382,129,281,875,368,75,34,7684,83,124,192,423,12679,17,0.0,87,171,153,309,536,70,237,1598,254,936,0.0,107,264,0,55,80,182,689,1,320,525,52,K189,350,183,29,73,116,443,6349,62,1.0,14770,465,PS 189 LINCOLN TERRACE,2011,,92.5,1269.0,23.3,7.3,0.2,75.0,23.2,0.9,49.3,50.7,79.1054739653,1,1,0
K191,2,198,235,2307,650,467,437,2021,371,83,34,9778,83,619,478,1167,20707,17,0.0,797,417,198,269,737,72,272,4225,235,2178,0.0,6,264,0,35,448,802,176,1,951,1647,32,K191,307,482,26,13,232,454,7829,52,1.0,22769,1181,PS 191 PAUL ROBESON,2011,,97.9,276.0,5.8,17.8,0.0,81.9,16.7,0.7,48.9,51.1,96.1949265688,1,0,0
K221,2,245,89,2017,596,203,685,2177,371,82,34,11476,83,146,490,902,19703,17,134.0,542,590,245,401,675,72,49,2290,303,1499,0.0,228,265,0,98,158,367,412,1,234,981,95,K221,307,440,9,6,89,453,10034,57,1.0,21897,952,PS 221 TOSSAINT L'OUVERTURE,2011,,92.0,576.0,6.4,12.5,0.5,89.9,7.6,1.4,51.2,48.8,77.6368491322,1,0,0
K241,2,233,226,1868,603,125,264,1555,369,80,34,9517,83,118,222,907,17752,17,0.0,216,385,233,346,593,71,202,3056,270,1524,0.0,208,264,0,77,150,337,547,1,571,1763,74,K241,307,486,13,6,92,449,8147,66,1.0,19886,885,PS 241 EMMA L JOHNSTON,2011,,95.5,612.0,11.3,11.6,0.3,89.5,8.2,1.0,51.8,48.2,89.1855807744,1,0,0
K246,3,153,197,1502,814,186,465,1644,373,82,34,11267,83,372,485,837,19881,17,0.0,107,342,153,354,762,74,170,3183,257,2131,0.0,178,265,0,97,171,352,1211,1,375,1768,94,K246,336,579,109,185,202,455,9060,60,1.0,22028,321,IS 246 WALT WHITMAN,2011,,83.6,602.0,19.1,23.6,0.5,83.7,15.0,0.3,55.0,45.0,52.3364485981,0,1,0
K249,2,179,267,1670,439,172,275,1219,369,80,34,7749,83,157,126,590,14135,17,0.0,319,355,179,303,919,70,106,1993,291,1324,0.0,6,265,0,11,211,281,390,1,272,945,8,K249,307,512,12,4,88,449,6645,116,1.0,16225,361,PS 249 THE CATON,2011,,95.7,750.0,29.6,8.8,4.1,46.5,47.3,2.0,50.1,49.9,90.1201602136,1,0,0
K289,2,226,114,2081,545,145,408,1517,372,85,34,11328,83,130,358,688,21226,17,113.0,411,421,226,240,658,73,41,4439,234,1635,0.0,233,265,0,6,211,334,348,1,498,2999,3,K289,307,647,18,12,97,457,10073,75,1.0,23262,1034,PS 289 GEORGE V BROWER,2011,,90.2,653.0,3.8,16.7,1.5,82.3,13.0,2.3,53.1,46.9,72.1628838451,1,0,0
K316,2,230,443,1819,586,708,293,2075,370,83,34,12237,83,184,380,1143,24484,17,0.0,617,640,230,559,658,72,525,5717,232,2406,0.0,6,264,0,328,266,735,648,1,1601,2320,325,K316,307,727,15,12,345,453,10148,93,1.0,26835,772,PS 316 ELIJAH STROUD,2011,,95.0,263.0,4.6,16.3,0.8,77.6,15.2,6.1,54.8,45.2,86.9826435247,1,0,0
K334,2,140,830,1124,816,214,360,1692,372,82,34,8679,83,397,5,806,17491,17,0.0,32,526,140,306,430,74,224,2893,297,2963,0.0,7,264,0,9,281,902,1578,1,40,1523,6,K334,307,582,9,480,183,455,6265,167,1.0,19591,305,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,2011,,88.8,230.0,4.8,23.5,0.4,87.0,11.7,0.9,52.6,47.4,67.7570093458,0,1,0
K340,2,96,167,1380,366,23,411,1258,369,75,34,7962,83,116,580,623,14168,17,0.0,2,224,96,237,578,70,85,1611,229,1862,0.0,7,264,0,8,382,751,300,1,17,441,5,K340,456,600,8,4,140,444,7389,55,1.0,16188,263,IS 340,2011,,91.9,275.0,0.46,8.4,1.1,94.2,3.6,0.7,44.4,55.6,77.1028037383,0,1,0
K352,2,201,287,1129,783,376,315,1540,371,80,34,10996,83,405,598,704,18840,17,186.0,156,521,201,326,511,72,104,3187,319,1785,0.0,293,264,0,8,187,511,1092,1,29,1525,5,K352,307,374,66,8,110,451,8766,114,1.0,20955,229,EBBETTS FIELD MIDDLE SCHOOL,2011,,94.4,407.0,24.6,15.0,0.7,78.1,18.4,2.2,51.6,48.4,84.779706275,0,1,0
K353,2,156,447,1396,1099,666,293,2030,375,87,34,12291,83,382,704,1097,22443,17,0.0,707,640,156,375,543,76,273,2933,316,3636,0.0,7,265,0,59,430,1468,1212,1,50,636,56,K353,307,974,9,13,82,463,9610,92,1.0,24619,463,ELIJAH STROUD MIDDLE SCHOOL,2011,,98.0,141.0,6.4,28.4,0.0,82.3,15.6,2.1,58.2,41.8,96.4619492657,0,1,0
K354,2,236,304,1511,721,318,360,1691,375,85,34,9961,83,125,512,806,19591,17,0.0,352,526,236,268,540,75,97,3612,262,2579,0.0,6,265,0,6,273,817,1913,1,638,1568,3,K354,307,508,9,410,123,459,7405,53,1.0,21657,582,THE SCHOOL OF INTEGRATED LEARNING,2011,,97.4,254.0,7.5,27.6,0.4,89.0,8.7,1.2,55.5,44.5,94.9933244326,0,1,0
K375,2,187,232,1912,562,89,315,1541,369,81,34,9004,83,377,480,704,17823,17,0.0,353,521,187,334,835,71,195,3406,306,1773,0.0,6,264,0,29,154,355,735,1,657,1795,26,K375,307,483,9,198,175,450,7255,75,1.0,19946,687,PS 375 JACKIEROBINSON SCHOOL,2011,,88.1,551.0,15.8,12.5,1.4,80.3,15.9,2.2,50.6,49.4,64.3524699599,1,0,0
K382,2,130,378,922,519,39,348,1387,367,71,34,7373,83,89,708,772,13708,17,0.0,2,265,130,351,322,71,42,2124,270,1773,1.0,57,262,0,81,127,431,201,1,22,850,78,K382,307,673,145,6,143,438,6658,180,1.0,15836,210,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2011,,54.3,563.0,6.2,11.0,0.7,91.5,5.7,2.0,54.5,45.5,12.5500667557,0,1,1
K394,2,154,72,1541,498,279,439,1509,370,75,34,9197,83,118,388,668,15611,17,0.0,405,402,154,327,598,70,59,1920,286,1290,0.0,174,265,0,41,108,340,319,1,22,1051,38,K394,376,371,222,5,77,445,7844,55,1.0,17721,485,MS 394K,2011,,91.1,694.0,3.7,11.5,3.3,88.2,7.3,0.0,45.0,55.0,74.9666221629,1,1,0
K397,2,241,294,1592,898,132,228,897,371,82,34,9361,83,215,386,418,16230,17,0.0,5,250,241,219,737,71,114,1959,208,2180,0.0,362,265,0,11,68,565,769,1,13,1065,8,K397,437,463,58,5,250,453,7779,59,1.0,18241,335,PS 397 FOSTERLAURIE,2011,,99.5,373.0,9.9,7.8,2.1,89.0,5.4,2.4,52.5,47.5,98.9319092123,1,0,0
K398,2,394,77,2502,921,499,632,2646,373,88,34,12221,83,141,661,1248,25472,17,0.0,426,766,394,333,720,75,74,5551,249,2159,0.0,6,264,0,84,209,598,529,1,1036,3069,81,K398,405,498,10,11,131,462,10950,85,1.0,27605,1294,PS 398 WALTER WEAVER,2011,,100.0,347.0,6.9,23.6,0.0,87.0,6.9,1.7,56.8,43.2,100.0,1,0,0
K399,2,110,357,1259,332,112,367,839,367,77,34,7535,83,224,295,311,12610,17,0.0,268,161,110,290,632,69,159,1314,282,1553,0.0,233,264,0,9,134,415,265,1,12,404,6,K399,307,713,21,3,89,444,6311,55,1.0,14683,238,PS 399 STANLEY EUGENE CLARK,2011,,93.6,527.0,7.6,5.7,1.7,78.0,17.3,1.3,51.4,48.6,82.2429906542,1,0,0
K408,2,64,742,759,621,125,348,1387,368,73,34,8014,83,93,726,773,14972,17,0.0,17,265,64,305,228,71,164,2421,247,2327,1.0,54,263,0,58,248,721,387,1,28,553,55,K408,307,854,9,6,125,441,7168,121,1.0,17057,142,ACADEMY OF HOSPITALITY AND TOURISM,2011,,63.1,310.0,10.0,13.2,1.0,82.6,14.8,1.6,51.6,48.4,19.6929238985,0,0,1
K484,2,183,133,2302,11,891,1008,2333,371,79,34,9511,83,112,546,944,19726,17,0.0,2,381,183,302,494,73,37,3413,293,1984,0.0,0,264,0,9,11,1233,770,1,37,1795,6,K484,307,432,53,11,297,450,8443,94,1.0,21816,1419,RONALD EDMONDS LEARNING CENTER II,2011,,83.9,168.0,5.4,20.8,0.6,89.3,9.5,0.6,58.9,41.1,53.3377837116,0,1,0
K489,2,122,277,812,1294,670,253,6213,368,72,34,8265,83,1152,616,1036,21482,17,0.0,0,417,122,416,280,70,118,2130,264,3938,4508.0,6,263,0,152,280,785,266,1,57,229,149,K489,307,1314,111,409,136,439,6523,89,1.0,23676,142,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2011,,78.2,287.0,0.7,9.1,1.4,90.2,7.0,0.3,43.2,56.8,37.5166889186,0,0,1
K524,2,113,442,1148,485,514,420,1525,368,75,34,9400,83,530,744,820,16507,17,0.0,0,283,113,288,516,70,890,2765,272,1557,1.0,59,264,0,16,367,479,782,1,8,689,13,K524,307,450,111,1,141,443,6919,107,1.0,18577,243,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2011,,88.2,433.0,90.5,2.3,28.4,27.3,32.1,12.0,56.6,43.4,64.953271028,0,0,1
K528,2,65,330,850,486,170,420,1525,371,77,34,7699,83,229,500,820,13929,17,0.0,1,283,65,315,291,73,474,1606,217,2186,1.0,72,264,0,98,231,545,796,1,23,351,95,K528,307,793,81,111,250,448,5957,89,1.0,16031,170,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,2011,,81.5,385.0,5.7,13.2,0.8,87.0,10.6,1.0,48.3,51.7,46.9959946595,0,0,1
K531,2,187,456,1025,408,306,351,1172,370,75,34,7575,83,389,1006,592,14969,17,0.0,8,228,187,226,307,72,198,3102,219,1907,1.0,313,264,0,6,178,604,123,1,142,1014,3,K531,433,729,82,6,160,445,6384,78,1.0,16978,203,THE SCHOOL FOR HUMAN RIGHTS,2011,,77.6,382.0,5.5,12.0,0.5,90.1,6.8,2.6,51.3,48.7,36.1148197597,0,1,1
K533,2,65,421,791,377,232,351,1172,371,78,34,9084,83,435,817,592,15645,17,0.0,2,228,65,291,185,73,384,2726,277,1806,1.0,7,264,0,14,443,530,332,1,28,785,11,K533,307,509,91,218,172,449,7720,112,1.0,17723,216,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2011,,81.3,429.0,3.7,14.5,0.2,90.4,7.2,1.2,49.2,50.8,45.9946595461,0,1,1
K537,2,141,1077,791,892,813,348,1386,371,77,34,6638,83,115,577,772,15990,17,0.0,36,265,141,229,186,73,29,4626,221,2408,1.0,52,264,0,8,206,562,387,1,867,1085,5,K537,307,639,98,57,258,449,5836,86,1.0,18006,216,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2011,,81.6,398.0,7.5,13.3,0.8,86.4,9.8,1.0,61.8,38.2,47.4632843792,0,0,1
K539,2,125,624,728,882,419,348,1387,371,77,34,7547,83,166,546,773,14761,17,0.0,120,265,125,229,201,73,94,2478,223,2495,1.0,61,263,292,6,214,590,379,1,28,647,3,K539,307,554,91,38,432,448,6276,68,1.0,16776,138,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,2011,,76.0,405.0,7.9,16.5,0.0,6.4,93.3,0.0,59.8,40.2,32.8437917223,0,0,1
K543,2,89,290,849,468,159,348,1387,367,69,34,7043,83,100,559,773,12421,17,151.0,0,265,89,233,323,69,56,1512,226,1540,1.0,55,264,0,7,181,431,201,1,8,165,4,K543,307,547,71,1,94,436,6473,87,1.0,14428,137,SCI TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH,2011,,81.2,509.0,0.15,2.4,3.1,83.7,9.6,0.8,51.5,48.5,45.5941255007,0,1,1
K544,2,104,197,846,695,312,351,1172,369,75,34,8906,83,433,688,592,15789,17,162.0,103,228,104,230,210,72,162,2537,223,2223,1.0,6,263,0,6,125,500,496,1,904,150,3,K544,307,914,63,8,106,444,7560,83,1.0,17801,246,INTERNATIONAL ARTS BUSINESS SCHOOL,2011,,60.5,459.0,5.9,17.4,1.1,85.8,11.1,0.9,42.5,57.5,17.4232309746,0,0,1
K546,2,68,190,724,869,369,351,1172,366,69,34,6315,83,93,760,592,11980,17,0.0,0,228,68,165,159,69,59,1720,159,1982,1.0,6,263,241,6,214,561,473,1,9,177,3,K546,307,422,47,2,128,435,5309,87,1.0,13919,175,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORR,2011,,72.4,407.0,0.2,3.7,1.5,86.5,10.3,0.2,23.8,76.2,27.5700934579,0,0,1
K547,2,112,214,912,492,396,420,1525,370,74,34,8626,83,117,566,821,15624,17,0.0,29,283,112,219,312,72,131,2372,213,2077,1.0,66,264,232,6,182,538,537,1,370,644,3,K547,307,888,108,6,153,445,7295,111,1.0,17626,211,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2011,,81.3,444.0,5.9,9.9,2.5,83.3,11.9,1.6,52.7,47.3,45.9946595461,0,0,1
K548,2,120,266,912,920,23,420,1525,369,74,34,7776,83,118,456,821,14392,17,0.0,2,283,120,219,303,72,235,1483,212,2576,1.0,74,264,0,7,294,551,312,1,18,425,4,K548,307,999,66,6,100,443,6883,86,1.0,16393,220,BROOKLYN SCHOOL FOR MUSIC & THEATRE,2011,,77.0,396.0,0.5,10.6,0.8,84.6,13.4,0.8,30.3,69.7,35.3805073431,0,0,1
K568,2,164,723,712,1793,948,636,11780,371,76,34,9929,83,240,1634,2007,30864,17,383.0,1,848,164,267,199,72,528,4110,262,4168,8289.0,628,265,0,5,350,1148,1605,1,16,57,2,K568,307,1027,49,4,197,448,6790,88,1.0,32917,124,BROWNSVILLE ACADEMY HIGH SCHOOL,2011,,75.3,185.0,3.2,7.6,1.1,81.6,12.4,2.7,42.7,57.3,31.7089452603,0,0,1
K587,3,208,205,1656,449,268,341,1474,372,79,34,9473,83,386,665,766,18923,17,200.0,120,367,208,233,658,73,110,4191,226,1921,0.0,328,265,0,7,192,584,565,1,784,1877,3,K587,307,454,9,337,96,452,7899,56,1.0,20946,609,MIDDLE SCHOOL FOR THE ARTS,2011,,94.4,375.0,5.3,19.7,0.3,92.8,6.4,0.3,52.5,47.5,84.779706275,0,1,0
K590,2,85,223,735,1077,62,334,1154,366,68,34,6243,83,128,520,584,10972,17,0.0,0,235,85,230,183,69,101,1109,224,1646,1.0,125,264,0,6,96,230,225,1,6,202,3,K590,307,259,138,1,79,434,5440,86,1.0,12975,163,MIDDLE COLLEGE HIGH SCHOOL AT MEDGAR EVERS COLLE,2011,,82.8,1032.0,0.0,0.2,0.5,96.5,2.8,0.2,43.4,56.6,49.8664886515,0,1,1
K600,2,150,336,946,952,214,209,668,371,76,34,8007,83,108,505,351,13891,17,44.0,4,107,150,223,227,72,178,2128,196,1991,1.0,78,264,66,27,44,145,391,1,129,856,24,K600,307,792,64,5,98,447,7008,109,1.0,15899,330,CLARA BARTON HIGH SCHOOL,2011,,79.9,1746.0,6.9,10.7,1.5,90.5,6.9,0.6,23.0,77.0,41.7890520694,0,0,1
K625,2,278,269,906,1075,664,471,1883,378,87,35,9276,83,401,694,1013,18516,17,115.0,7,397,278,351,305,77,199,3345,324,2827,1.0,9,266,191,26,278,590,532,1,414,911,23,K625,307,798,287,199,165,464,7565,86,1.0,20670,212,PAUL ROBESON HIGH SCHOOL,2011,,91.1,626.0,4.0,16.5,0.8,87.1,9.1,1.4,57.8,42.2,74.9666221629,0,0,1
K751,2,171,732,878,69,24,2095,4868,368,71,34,12285,83,245,1587,1809,25730,19,0.0,2,963,171,239,317,71,1499,2667,228,4862,1.0,14,263,2,10,128,2694,774,1,112,84,7,K751,307,1957,6,7,136,439,9401,342,1.0,27747,171,ACADEMY FOR HEALTH CAREERS,2011,,60.0,82.0,9.8,11.0,4.9,79.3,13.4,1.2,25.6,74.4,17.2229639519,0,0,1
K751,2,171,732,878,69,24,2095,4868,368,71,34,12285,83,245,1587,1809,25730,19,0.0,2,963,171,239,317,71,1499,2667,228,4862,1.0,14,263,2,10,128,2694,774,1,112,84,7,K751,307,1957,6,7,136,439,9401,342,1.0,27747,171,ACADEMY FOR HEALTH CAREERS,2011,,60.0,82.0,9.8,11.0,4.9,79.3,13.4,1.2,25.6,74.4,17.2229639519,0,0,1
K770,2,31,2253,2686,11,23,632,2646,367,77,34,8756,83,270,224,1248,22812,17,0.0,24,766,31,304,941,70,502,4991,297,3701,0.0,0,263,0,7,12,1656,359,1,26,2454,4,K770,307,1776,10,6,251,444,7195,396,1.0,24899,1356,P.S. 770 NEW AMERICAN ACADEMY,2011,,60.0,120.0,6.7,13.3,1.7,86.7,10.0,0.0,61.7,38.3,17.2229639519,1,0,0
K066,2,87,105,1899,213,82,269,1240,367,72,34,7613,83,94,364,692,13608,18,122.0,131,279,87,286,705,69,154,1699,198,1069,0.0,6,264,0,88,132,297,313,1,24,870,85,K066,380,433,33,47,79,439,6815,67,1.0,15671,731,P.S. 66,2011,,69.6,742.0,2.3,9.0,1.5,87.7,8.1,1.9,46.2,53.8,25.0333778371,1,1,0
K068,2,155,271,1383,568,280,243,1355,372,80,34,9226,83,382,401,707,16690,18,82.0,193,405,155,292,586,73,297,2885,247,1685,0.0,125,265,0,44,105,230,629,1,260,1486,41,K068,307,369,95,404,113,452,7448,58,1.0,18772,408,IS 068 ISAAC BILDERSEE,2011,,80.7,915.0,12.0,18.9,1.2,91.6,5.6,1.6,55.1,44.9,44.1255006676,0,1,0
K114,2,155,149,1697,437,133,401,1273,369,80,34,8679,83,122,183,619,15415,18,65.0,359,253,155,251,637,71,64,2462,246,1148,0.0,178,264,0,5,160,269,119,1,486,1286,2,K114,307,336,15,6,100,450,7763,58,1.0,17454,671,PS 114 RYDER ELEMENTARY,2011,,83.7,751.0,11.9,9.6,1.2,85.4,9.3,4.0,48.7,51.3,52.8037383178,1,0,0
K115,2,99,102,1741,351,77,413,1054,367,76,34,7226,83,132,96,457,12488,18,0.0,268,184,99,324,797,69,175,1285,241,1083,0.0,6,264,0,84,84,179,403,1,231,695,81,K115,307,410,57,29,114,443,6131,55,1.0,14594,554,PS 115 DANIEL MUCATEL SCHOOL,2011,,84.0,1344.0,5.5,7.4,2.6,88.0,5.8,3.3,48.7,51.3,53.5380507343,1,0,0
K135,2,142,122,2294,428,300,386,1950,369,79,34,7855,83,111,335,823,16095,18,0.0,210,346,142,410,587,70,85,2504,265,1350,395.0,336,264,0,145,110,267,753,1,295,1341,142,K135,307,533,20,7,114,448,6196,144,1.0,18291,1317,PS 135 SHELDON A. BROOKNER,2011,,91.1,758.0,4.2,9.2,0.8,93.9,3.6,1.6,50.5,49.5,74.9666221629,1,0,0
K208,2,153,134,1388,576,137,217,1343,368,79,34,7891,83,141,213,789,14614,18,0.0,178,337,153,204,589,70,188,2433,198,1407,0.0,196,264,0,6,119,358,705,1,231,1599,3,K208,307,383,43,7,83,447,6382,58,1.0,16604,410,PS 208 ELSA EBELING,2011,,78.7,606.0,5.0,11.6,1.2,92.4,4.1,2.0,49.0,51.0,38.6515353805,1,0,0
K211,2,143,339,1535,627,169,850,2068,368,74,34,8272,83,93,303,762,17527,18,92.0,284,456,143,241,557,71,104,4241,230,1268,0.0,128,263,0,11,171,259,966,1,436,2731,9,K211,307,256,78,10,116,442,6526,92,1.0,19549,588,IS 211 JOHN WILSON,2011,,61.3,836.0,4.4,17.0,1.4,88.3,8.4,1.6,53.2,46.8,18.2242990654,0,1,0
K219,2,199,134,1599,546,196,252,1824,371,84,34,9413,83,132,549,784,17689,18,0.0,242,98,199,609,706,73,104,2948,291,1706,689.0,5,264,0,318,121,286,182,1,526,1422,315,K219,372,609,12,170,95,455,8552,184,1.0,20093,439,PS 219 KENNEDYKING,2011,,87.9,747.0,5.1,16.6,0.0,91.6,7.5,0.8,52.6,47.4,63.8184245661,1,0,0
K233,2,181,48,1566,265,102,268,1471,370,81,34,9054,83,150,197,851,15773,18,0.0,414,353,181,363,604,71,39,2273,300,1229,0.0,223,264,0,63,140,297,540,1,500,1286,60,K233,307,528,11,31,108,451,7621,57,1.0,17925,572,PS 233 LANGSTON HUGHES,2011,,90.6,658.0,3.0,10.8,0.3,95.6,3.2,0.9,51.8,48.2,73.2977303071,1,0,0
K235,2,61,52,1227,489,67,478,1761,366,70,34,7189,83,120,194,768,12710,18,68.0,149,313,61,188,516,68,85,1297,173,1175,202.0,7,263,0,15,117,166,566,1,157,641,12,K235,307,433,15,4,82,436,6191,56,1.0,14673,322,PS 235 LENOX,2011,,75.3,1346.0,1.3,4.6,1.5,94.6,3.1,0.5,44.9,55.1,31.7089452603,1,1,0
K244,2,210,118,2297,382,148,310,1529,371,82,34,9048,83,110,340,861,21387,18,0.0,342,358,210,237,581,72,39,6913,210,1389,0.0,160,264,0,26,91,253,569,1,461,5754,23,K244,307,392,117,280,83,453,7656,56,1.0,23415,1327,PS 244 RICHARD R. GREEN,2011,,75.3,830.0,3.0,19.2,0.2,96.4,2.4,0.7,52.5,47.5,31.7089452603,1,0,0
K268,2,185,152,1825,412,23,336,1444,372,82,34,9120,83,124,232,765,16739,18,0.0,243,343,185,351,831,72,31,2560,285,1606,0.0,255,266,0,66,141,390,687,1,346,1666,63,K268,307,634,113,8,162,454,7610,57,1.0,18883,604,PS 268 EMMA LAZARUS,2011,,93.8,551.0,3.8,12.7,0.0,94.4,4.4,0.9,55.2,44.8,82.9105473965,1,0,0
K272,2,208,366,2120,536,298,253,918,371,84,34,9862,83,117,589,533,17994,18,0.0,607,133,208,440,850,73,51,3681,282,1204,0.0,171,264,0,158,100,287,396,1,286,2042,155,K272,307,287,124,11,84,455,8331,66,1.0,20227,881,PS 272 CURTIS ESTABROOK,2011,,93.2,720.0,5.4,18.6,2.1,81.5,13.9,1.1,49.9,50.1,81.308411215,1,0,0
